year,region,white,black,hispanic,aapi,other
2018,Massachusetts District 1,0.7225781473379492,0.05692248128828019,0.1788321916824336,0.021054532470357434,0.020612647220979524
2020,Michigan District 1,0.8891517001490736,0.01045077021367218,0.020671541137218714,0.005920352097678711,0.07380563640235677
2019,Michigan District 1,0.9083395770687059,0.014222823276263443,0.020087875501588033,0.007246075758595941,0.05010364839484665
2018,Michigan District 1,0.9092778139976438,0.014756259364741677,0.019372862551327363,0.007131500989374234,0.04946156309691288
2020,Minnesota District 1,0.8204468921106198,0.03901112742245116,0.07430732301954755,0.02993082640583965,0.036303831041541806
2019,Minnesota District 1,0.8529118599736073,0.03309009207819463,0.06539225429399559,0.028346221120963525,0.020259572533238953
2018,Minnesota District 1,0.8575408571186458,0.031488934050299636,0.06375539099887162,0.02788973149443469,0.01932508633774825
2020,Mississippi District 1,0.6426969018758086,0.2769452134106535,0.037679710590280295,0.009661937689338238,0.03301623643391935
2019,Mississippi District 1,0.6642791012402925,0.2771971328232983,0.03346875401606689,0.008328503124991804,0.016726508795350488
2018,Mississippi District 1,0.6682660391868177,0.2744312916138107,0.033059687267899276,0.007122246833571048,0.01712073509790128
2020,Missouri District 1,0.37860442730704336,0.48903526567479916,0.045493084256505105,0.035986210485962844,0.05088101227568953
2019,Missouri District 1,0.4044883577378391,0.4947985476901757,0.03590631199365405,0.03281857262855155,0.03198820994977959
2018,Missouri District 1,0.4056272925463151,0.49659334613814726,0.035617313528190385,0.030485832114964844,0.03167621567238238
2020,Nebraska District 1,0.7863949949682942,0.029762842974404985,0.10361373473816943,0.02664076045442972,0.053587666864701636
2019,Nebraska District 1,0.8141997190201059,0.028214289037132145,0.09397474902540914,0.027215662923369403,0.036395579993983414
2018,Nebraska District 1,0.8185315486498747,0.028615831141967755,0.09130785166156691,0.027357906763954467,0.03418686178263622
2020,Nevada District 1,0.2730193420240118,0.130489654564029,0.45078127890134345,0.09368944056958944,0.05202028394102637
2019,Nevada District 1,0.2946017577687747,0.1131572675867149,0.4618093319178745,0.09215503607253504,0.03827660665410078
2018,Nevada District 1,0.30436737725273577,0.11045658152785676,0.4594435031854525,0.08896493101087348,0.036767607023081475
2020,New Hampshire District 1,0.8734179210791458,0.014701814580565457,0.04295887992180435,0.02495066192562527,0.04397072249285908
2019,New Hampshire District 1,0.9024601817532232,0.014956928808665108,0.03670791718922066,0.025528079711476682,0.020346892537414365
2018,New Hampshire District 1,0.9050237739678376,0.014451972744501116,0.03442387825128766,0.025583418636013832,0.020516956400359766
2020,New Jersey District 1,0.5870628994540933,0.16339888375280023,0.15211158753829382,0.05460528325137871,0.04282134600343395
2019,New Jersey District 1,0.6220763810313962,0.16221356424140607,0.13702334209391137,0.05229610294391254,0.026390609689373845
2018,New Jersey District 1,0.6262145414486368,0.16333654640594877,0.13501790140457173,0.05163315890939135,0.02379785183145139
2020,New Mexico District 1,0.3816797849626463,0.024983551139758444,0.487066228798247,0.027667198885076814,0.07860323621427137
2019,New Mexico District 1,0.3930416909222886,0.023167532682204638,0.5008875760907843,0.02418375340477063,0.058719446899951906
2018,New Mexico District 1,0.396363003742529,0.02332646556025069,0.49841629056862574,0.02344580090551085,0.05844843922308379
2020,New York District 1,0.6966159182730688,0.05084429820118084,0.17443696568641356,0.040764859472740805,0.03733795836659598
2019,New York District 1,0.7384624831828864,0.05076535311751604,0.15421223336850273,0.039413452574344206,0.017146477756750593
2018,New York District 1,0.7463251847339566,0.050261854546316265,0.14654096905000535,0.03979882433790597,0.017073167331815818
2020,North Carolina District 1,0.409193260241293,0.42022198089617313,0.10600554749382297,0.02185052601114638,0.04272868535756452
2019,North Carolina District 1,0.4223617371774839,0.4361098898770585,0.08885448834413022,0.021059224848905392,0.03161465975242195
2018,North Carolina District 1,0.4215788139720352,0.4389569408339537,0.08811410964302918,0.020926470724836152,0.030423664826145738
2020,Ohio District 1,0.6547082167718431,0.20977164790839894,0.04282219764491575,0.0448090560145729,0.047888881660269306
2019,Ohio District 1,0.686338618120657,0.21406623144888706,0.03271410935790103,0.036730260214230655,0.030150780858324254
2018,Ohio District 1,0.688873828387088,0.21650796662894012,0.031183371398751634,0.03548419889802309,0.02795063468719717
2020,Oklahoma District 1,0.5757225070805634,0.08514294471790577,0.13466766906768257,0.034971406229447666,0.1694954729044006
2019,Oklahoma District 1,0.6399969071792102,0.08553021299308979,0.1144867476370475,0.03076234291151664,0.1292237892791359
2018,Oklahoma District 1,0.6446934144221107,0.08547439569165691,0.11207412397400242,0.02925543592117428,0.1285026299910557
2020,Oregon District 1,0.6588550226143797,0.01794336451972798,0.15823468957886794,0.09191460699124589,0.0730523162957785
2019,Oregon District 1,0.704690184019968,0.017245347303286546,0.1475671212595735,0.0844816786720952,0.0460156687450768
2018,Oregon District 1,0.7099919604777567,0.016858962264717794,0.1465404217324269,0.08105857314703432,0.045550082378064294
2020,Pennsylvania District 1,0.7914640904338521,0.041041649036506034,0.06208591871108284,0.06717705412982532,0.03823128768873367
2019,Pennsylvania District 1,0.8265413940592721,0.03970347077817788,0.054084743565901955,0.05941150614528917,0.020258885451358927
2018,Pennsylvania District 1,0.8306502896897521,0.039755670770311065,0.05199469266377799,0.05780258796091973,0.019796758915239153
2020,Rhode Island District 1,0.634217139599536,0.06475292572527498,0.18828014078840788,0.03694523071150103,0.07580456317528017
2019,Rhode Island District 1,0.6649729263860004,0.07665298933917898,0.18149438854851704,0.035527326550877786,0.04135236917542584
2018,Rhode Island District 1,0.6742078984908777,0.07407650724528869,0.17642841054133193,0.03463285531946843,0.04065432840303325
2020,South Carolina District 1,0.6798385137008132,0.16839074213602997,0.081491721140613,0.021115090738350432,0.04916393228419343
2019,South Carolina District 1,0.703690499684872,0.18525837317528124,0.06347506668618975,0.019755664347239285,0.02782039610641776
2018,South Carolina District 1,0.7056324543737543,0.18447585904646624,0.06396413552742793,0.019206588544655807,0.026720962507695702
2020,Tennessee District 1,0.8776454207495095,0.021632531761559225,0.04918123006733423,0.009007707526739697,0.04253310989485738
2019,Tennessee District 1,0.9117447225272157,0.021999991629148976,0.03823107176191067,0.00815041861230822,0.019873795469416408
2018,Tennessee District 1,0.9140995393461181,0.02128422680759014,0.03707367099673844,0.007803656089933985,0.019738906759619347
2020,Texas District 1,0.5956728126994323,0.1653323882867755,0.18577225023983787,0.012507561987532584,0.04071498678642177
2019,Texas District 1,0.6197944880118007,0.17285174968539832,0.17559357629195035,0.012063203686881734,0.019696982323968888
2018,Texas District 1,0.6214392626163475,0.17376273121558308,0.17378500866732108,0.013030916925990128,0.01798208057475819
2020,Utah District 1,0.7917914952811972,0.009632582049426507,0.13324634388080445,0.019037691679883815,0.046291887108688035
2019,Utah District 1,0.8111430144745123,0.010339311936228236,0.1297120830711139,0.017036396056219844,0.03176919446192572
2018,Utah District 1,0.8130084653325742,0.010634873339257115,0.12788584836892036,0.017049052106223695,0.03142176085302463
2020,Virginia District 1,0.6253543352754813,0.15683187410434435,0.11374132135339764,0.04119955631061157,0.0628729129561651
2019,Virginia District 1,0.6670627385409015,0.16037382800736366,0.10028514654869353,0.032573236545631636,0.0397050503574097
2018,Virginia District 1,0.6714335165072909,0.16013001193727458,0.09576672172914859,0.031985023683654586,0.04068472614263136
2020,Washington District 1,0.6651480234001064,0.01487198318433915,0.09836275229822473,0.1422316205333401,0.07938562058398968
2019,Washington District 1,0.724248878656138,0.012620589226080428,0.09061333729439819,0.11905873428062907,0.05345846054275433
2018,Washington District 1,0.7363485080207779,0.012043630875784056,0.08845560443854555,0.11187048178565895,0.05128177487923352
2020,West Virginia District 1,0.901000591318907,0.025645966075569227,0.017704686036236553,0.010472656483579272,0.04517610008570798
2019,West Virginia District 1,0.9306735786905446,0.025052813818811373,0.014575141259578896,0.010210944365080533,0.019487521865984632
2018,West Virginia District 1,0.9323533960037439,0.024977007284417856,0.013681683148170757,0.010411427176168967,0.018576486387498523
2020,Wisconsin District 1,0.7706391624464569,0.05602431500635093,0.11015297229232994,0.0196521557436092,0.043531394511253006
2019,Wisconsin District 1,0.8031872975915659,0.055024463052019836,0.09886024733161985,0.020099522991370404,0.022828469033423983
2018,Wisconsin District 1,0.8073043856421236,0.05421698502436468,0.09780160349691679,0.018167575463597943,0.02250945037299701
2020,California District 10,0.369553299241196,0.031693446834887534,0.45232765434896127,0.09298246299414392,0.053443136580811235
2019,California District 10,0.4142867026244575,0.03188304759573296,0.4397755786818374,0.07744717424450055,0.036607496853471574
2018,California District 10,0.4227064075369195,0.03035509659600021,0.4352200260885102,0.07495005971340254,0.036768410065167484
2020,Florida District 10,0.33414930579397667,0.2473197650731743,0.3006005923525184,0.0532293283161899,0.06470100846414076
2019,Florida District 10,0.35938776377197723,0.269281981878099,0.28371881315506786,0.05131423230747756,0.03629720888737836
2018,Florida District 10,0.36761235597408554,0.27092014650746815,0.2764518788729852,0.05191669890935252,0.03309891973610851
2020,Georgia District 10,0.6201981388675272,0.2451149143497133,0.0675473412024588,0.025500250318704745,0.041639355261595984
2019,Georgia District 10,0.6452012194147022,0.2542850062089953,0.057594427360084424,0.02104529635294807,0.021874050663269994
2018,Georgia District 10,0.6471467659205519,0.253946881524678,0.05621250631365993,0.021039680846178986,0.021654165394931237
2020,Illinois District 10,0.5297787697290557,0.06458825898756597,0.2502020840172923,0.1196820176951111,0.03574886957097491
2019,Illinois District 10,0.5680263733666143,0.06633442002935064,0.23106243413341737,0.11100620922251754,0.023570563248100126
2018,Illinois District 10,0.5765110077032178,0.06536722505993808,0.22740976320777084,0.1080077831819859,0.022704220847087342
2020,Michigan District 10,0.8702137547109189,0.03179637522977149,0.03597466549545835,0.017408163800010205,0.04460704076384106
2019,Michigan District 10,0.9002299004135981,0.02914391320563562,0.03251170376802881,0.0174958111365319,0.020618671476205604
2018,Michigan District 10,0.9012097448882841,0.028087944939596418,0.032720001784778074,0.017241235066427208,0.020741073320914207
2020,New Jersey District 10,0.18134381035480043,0.47824653679865886,0.21929564416035138,0.07097601984294272,0.050137988843246634
2019,New Jersey District 10,0.19002650784129343,0.49866529760471795,0.20793293369847562,0.07147939823343126,0.031895862622081675
2018,New Jersey District 10,0.19070240108398193,0.5053745659004465,0.20516438436548115,0.071489728311026,0.027268920339064404
2020,New York District 10,0.5770294462697949,0.03905932174923458,0.13059543196529497,0.2017944695404222,0.05152133047525334
2019,New York District 10,0.6178938590255373,0.03487996937715317,0.12946902170941105,0.18960873844807785,0.028148411439820664
2018,New York District 10,0.6245333625266846,0.03347884394329192,0.12795035305709124,0.18750205265750725,0.026535387815425027
2020,North Carolina District 10,0.7390944403887775,0.1196434618142865,0.07635726434322015,0.01793763543030626,0.04696719802340961
2019,North Carolina District 10,0.7712261421266388,0.12056380337114118,0.06669288314639843,0.017548820521453675,0.023968350834367953
2018,North Carolina District 10,0.7751183088308499,0.11975442206219096,0.06387017555503932,0.01709222447150964,0.024164869080410212
2020,Ohio District 10,0.7098114216381846,0.17081319705787593,0.03699864958425018,0.025677092973039668,0.056699638746649676
2019,Ohio District 10,0.7444583097307995,0.16558937546656843,0.02945873215267573,0.02339663198190649,0.03709695066804983
2018,Ohio District 10,0.7473020797983226,0.16696008698723586,0.028154499303963597,0.0229338800047095,0.03464945390576841
2020,Pennsylvania District 10,0.707470578786179,0.10326984302541456,0.09638492348772723,0.04675662224188464,0.04611803245879454
2019,Pennsylvania District 10,0.7472508534663865,0.10516921612394958,0.08355490633753501,0.03693704044117647,0.027087983630952404
2018,Pennsylvania District 10,0.7538438053535476,0.10390376596657608,0.08014918640599386,0.03549640786419196,0.02660683440969054
2020,Texas District 10,0.48069685772221643,0.10669714344198503,0.301447149305637,0.06844161188594237,0.042717237644219266
2019,Texas District 10,0.5179168341066014,0.11018841559200672,0.289801994666277,0.058273663829320865,0.023819091805794057
2018,Texas District 10,0.5291076234251828,0.1061528019243135,0.2834909142870752,0.05763056991116721,0.02361809045226127
2020,Virginia District 10,0.5572450198888214,0.06654115212858953,0.14884879752253727,0.17031652703456657,0.057048503425485286
2019,Virginia District 10,0.6036399065993432,0.06874584097560278,0.1361751047656755,0.1500134758353229,0.041425671824055654
2018,Virginia District 10,0.6108095884215288,0.06752092720645678,0.13423524090776065,0.14555806286989942,0.04187618059435441
2020,Washington District 10,0.6078688557991934,0.06421206383003109,0.13020822058061338,0.09268751122221189,0.10502334856795029
2019,Washington District 10,0.6580638691864935,0.06092909143174206,0.11819075187014914,0.08294036246465268,0.07987592504696257
2018,Washington District 10,0.6645693923072739,0.06035308198683423,0.11469316141668026,0.08127550187693813,0.07910886241227355
2020,California District 11,0.41003832645072064,0.07941636486051802,0.28437236692855755,0.16072495985685206,0.06544798190335174
2019,California District 11,0.45344974838056945,0.07727804275559409,0.2712037000538715,0.14752256691237337,0.05054594189759154
2018,California District 11,0.4591455156932846,0.07726454772650777,0.26945196076612593,0.14347767321182953,0.05066030260225213
2020,Florida District 11,0.7556902422533153,0.0676603702327508,0.11902026594869858,0.015057837446015337,0.042571284119220024
2019,Florida District 11,0.7854253002648464,0.07084736596278178,0.10659191798173376,0.01296931948593675,0.02416609630470134
2018,Florida District 11,0.789450459750162,0.06869418762895067,0.10446313451684161,0.012448171269027057,0.024944046835018607
2020,Georgia District 11,0.6248431493492334,0.15955091182096284,0.12612599141449068,0.03549466365114671,0.05398528376416641
2019,Georgia District 11,0.6642957671087297,0.1645046569376229,0.11128213965851735,0.03413912584828854,0.02577831044684148
2018,Georgia District 11,0.6684558947992044,0.16229211628792686,0.11047458846430536,0.03486548389826922,0.023911916550294142
2020,Illinois District 11,0.48066610417114963,0.11269069164297768,0.2814053705108894,0.08982609828193483,0.03541173539304848
2019,Illinois District 11,0.5086694813794858,0.10903417747068468,0.278558413585828,0.07963452972452864,0.024103397839472934
2018,Illinois District 11,0.5141912528906314,0.11026954315915045,0.272901896364897,0.0773104638434084,0.025326843741912797
2020,Michigan District 11,0.7424859232711059,0.054588809083003544,0.04129921576751987,0.1157834869116442,0.04584256496672656
2019,Michigan District 11,0.7822363963618695,0.05052046619536132,0.03416256612760832,0.10583017951122031,0.027250391803940566
2018,Michigan District 11,0.7881443511481853,0.051416163920458446,0.03260818777742658,0.10143471628622865,0.026396580867701067
2020,New Jersey District 11,0.6863513873593378,0.04116333680298959,0.1268699718970969,0.10932436210610323,0.0362909418344725
2019,New Jersey District 11,0.7277695097497735,0.03572604319991729,0.11590626504909576,0.10128092461644361,0.01931725738476983
2018,New Jersey District 11,0.7332750726107101,0.03530572608671424,0.11183884159924325,0.100745746310343,0.018834613392989405
2020,New York District 11,0.5495852452769121,0.06949164487181494,0.1785964115494443,0.16956003111312964,0.03276666718869903
2019,New York District 11,0.5893227416624124,0.07059593204286123,0.1730886883637155,0.14476545808657376,0.022227179844437117
2018,New York District 11,0.5957469813887665,0.06866228508391342,0.1727225943495649,0.13983061286499124,0.023037526312763956
2020,North Carolina District 11,0.8241935253024809,0.029444637445824078,0.07831649016798926,0.01244403502129304,0.055601312062412714
2019,North Carolina District 11,0.8611840655970389,0.03128021601856261,0.06270421576529218,0.01216093752267232,0.032670565096434026
2018,North Carolina District 11,0.862350395312608,0.03118636317717555,0.062016493069401685,0.012199660780842093,0.03224708765997263
2020,Ohio District 11,0.3540570237182514,0.5225667748116126,0.050855557913856556,0.028348703199155632,0.04417194035712376
2019,Ohio District 11,0.3704752665062771,0.5256949610699986,0.0454761003580487,0.02576094412323024,0.032592727942445325
2018,Ohio District 11,0.37002984936950234,0.529538768868448,0.04296666123776154,0.025459162862829822,0.03200555766145832
2020,Pennsylvania District 11,0.8188169507781953,0.033444163769000695,0.09252448934064128,0.021203834937903343,0.03401056117425941
2019,Pennsylvania District 11,0.8459511515449554,0.032001475288910744,0.08592465098489195,0.018882332049285577,0.017240390131956357
2018,Pennsylvania District 11,0.8486292911830081,0.032632199994511675,0.08437337065393376,0.018604044894486978,0.01576109327405948
2020,Texas District 11,0.534062080765018,0.03572170620781999,0.38219737486757627,0.013471951816994872,0.034546886342590816
2019,Texas District 11,0.5469794485955893,0.037536421439763795,0.38727677704251434,0.011003483508372075,0.01720386941376048
2018,Texas District 11,0.5529580989427227,0.03645368424083619,0.38328329219227314,0.01097065852745544,0.016334266096712506
2020,Virginia District 11,0.4136634587227453,0.1312370023674924,0.20084971634760942,0.19481310707319374,0.05943671548895926
2019,Virginia District 11,0.4527093583648873,0.12966979813019128,0.1888161657080811,0.1819801027361887,0.046824575060651547
2018,Virginia District 11,0.45998466220851564,0.12737568366247257,0.18610653827056925,0.18002069464781828,0.046512421210624294
2020,California District 12,0.41000376130011285,0.05240398957211969,0.15211475856344275,0.3229179906875397,0.06255949987678505
2019,California District 12,0.4278893876036385,0.05103150032715863,0.14744691703808022,0.3239394881114883,0.049692706919634344
2018,California District 12,0.43014087447623,0.05036252614720663,0.14731894504692952,0.3222036198437312,0.049974034485902596
2020,Florida District 12,0.7299975097164422,0.048073623189124025,0.14398423068202795,0.029731012207345222,0.04821362420506062
2019,Florida District 12,0.7698354330402807,0.047127523208990975,0.13071355508655627,0.02790517006978882,0.02441831859438326
2018,Florida District 12,0.7785313552913415,0.04539281712613779,0.12616550462638523,0.026552059536582823,0.023358263419552605
2020,Georgia District 12,0.5290865176327875,0.34223095918897845,0.0670165063685989,0.019640574906853826,0.04202544190278136
