cycle,race,state,candidates,endorsements
2018,House,California,Shawn Nelson (R),Orange County Register[90]
2018,House,California,Andy Thorburn (D),State Senators
2018,House,California,Andy Thorburn (D),"Marty Block, former State Senator[citation needed]"
2018,House,California,Andy Thorburn (D),State Assembly members
2018,House,California,Andy Thorburn (D),Reggie Jones-Sawyer (D-59)[citation needed]
2018,House,California,Andy Thorburn (D),Local-level officials
2018,House,California,Andy Thorburn (D),"Gina Clayton-Tarvin, Ocean View School District board member[citation needed]"
2018,House,California,Andy Thorburn (D),"Rick Tuttle, former Los Angeles City Controller[citation needed]"
2018,House,California,Andy Thorburn (D),Other individuals
2018,House,California,Andy Thorburn (D),"Abel Valenzuela, director of UCLA's Institute for Research on Labor and Employment[citation needed]"
2018,House,California,Andy Thorburn (D),Organizations
2018,House,California,Andy Thorburn (D),Communications Workers of America Local 9510[citation needed]
2018,House,California,Andy Thorburn (D),International Union of Painters and Allied Trades[citation needed]
2018,House,California,Andy Thorburn (D),Machinists Conference of California[citation needed]
2018,House,California,Andy Thorburn (D),National Nurses United[citation needed]
2018,House,California,Andy Thorburn (D),Our Revolution[citation needed]
2018,House,California,Andy Thorburn (D),United Steelworkers[91]
2018,House,California,Mai-Khanh Tran (D),U.S. Representatives
2018,House,California,Mai-Khanh Tran (D),Lois Frankel (D-FL-21)[citation needed]
2018,House,California,Mai-Khanh Tran (D),State Assembly members
2018,House,California,Mai-Khanh Tran (D),Kansen Chu (D-25)[citation needed]
2018,House,California,Mai-Khanh Tran (D),Ash Kalra (D-27)[citation needed]
2018,House,California,Mai-Khanh Tran (D),Local-level officials
2018,House,California,Mai-Khanh Tran (D),"Katrina Foley, Costa Mesa City Councilwoman[citation needed]"
2018,House,California,Mai-Khanh Tran (D),"Amy Thomas Howorth, Manhattan Beach Mayor[citation needed]"
2018,House,California,Mai-Khanh Tran (D),"Wayne Lee, Millbrae Councilman[citation needed]"
2018,House,California,Mai-Khanh Tran (D),"Polly Low, Mayor of Rosemead[citation needed]"
2018,House,California,Mai-Khanh Tran (D),"Michele Martinez, Santa Ana Mayor Pro Tem[citation needed]"
2018,House,California,Mai-Khanh Tran (D),"Diedre Thu-Ha Nguyen, Garden Grove City Councilwoman[citation needed]"
2018,House,California,Mai-Khanh Tran (D),"Ali Sajjad Taj, Artesia City Councilman[citation needed]"
2018,House,California,Mai-Khanh Tran (D),Educators
2018,House,California,Mai-Khanh Tran (D),"Dr. Shin Liu, Cerritos College Board of Trustees[citation needed]"
2018,House,California,Mai-Khanh Tran (D),"Jamison Powers, Westminster School Board[citation needed]"
2018,House,California,Mai-Khanh Tran (D),Organizations
2018,House,California,Mai-Khanh Tran (D),Emily's List[citation needed]
2018,House,California,Mai-Khanh Tran (D),314 Action[citation needed]
2018,House,California,Mai-Khanh Tran (D),ASPIRE PAC[citation needed]
2018,House,California,Mai-Khanh Tran (D),California API Legislative Caucus[citation needed]
2018,House,California,Mai-Khanh Tran (D),Feminist Majority Foundation[citation needed]
2018,House,California,Mai-Khanh Tran (D),Asian American Action Fund[citation needed]
2018,House,California,Mai-Khanh Tran (D),Asian American and Pacific Islanders (AAPI) Victory Fund[citation needed]
2018,House,California,Mai-Khanh Tran (D),CAPA 21[citation needed]
2018,House,California,Mai-Khanh Tran (D),Korean American Democratic Committee[citation needed]
2018,House,California,Mai-Khanh Tran (D),The Progressive Vietnamese American Organization (PIVOT)[92]
2018,House,California,Rodolfo Cortes-Barragan (G),Organizations
2018,House,California,Rodolfo Cortes-Barragan (G),Peace and Freedom Party[19]
2018,House,California,Mark Takano,Organizations
2018,House,California,Mark Takano,J Street PAC[13]
2018,House,California,Frank DeMartini (R),U.S. Representatives
2018,House,California,Frank DeMartini (R),Dana Rohrabacher (R-CA-48)[citation needed]
2018,House,California,Frank DeMartini (R),Other individuals
2018,House,California,Frank DeMartini (R),"Bradley Blakeman, Republican strategist[citation needed]"
2018,House,California,Frank DeMartini (R),"Pat Boone, singer[citation needed]"
2018,House,California,Frank DeMartini (R),"Bob Conti, musician[citation needed]"
2018,House,California,Frank DeMartini (R),"Wink Martindale, radio disc jockey[citation needed]"
2018,House,California,Frank DeMartini (R),"Chris Widener, writer[93]"
2018,House,California,Omar Navarro (R),U.S. Military Personnel
2018,House,California,Omar Navarro (R),"Michael T. Flynn, a retired United States Army Lieutenant General and former National Security Advisor to President Donald Trump[94]"
2018,House,California,Omar Navarro (R),U.S. Representatives
2018,House,California,Omar Navarro (R),"Barry Goldwater Jr., former member of the U.S. House of Representatives from California (1969-1983)[citation needed]"
2018,House,California,Omar Navarro (R),State-level officials
2018,House,California,Omar Navarro (R),"Joel Anderson, California State Senator (R-38)[95]"
2018,House,California,Omar Navarro (R),"Elbert Guillory, former member of the Louisiana State Senate (R-24)[95]"
2018,House,California,Omar Navarro (R),Other individuals
2018,House,California,Omar Navarro (R),"Joe Arpaio, former Maricopa County, Arizona sheriff and candidate for U.S. Senate in Arizona in 2018[95]"
2018,House,California,Omar Navarro (R),"Herman Cain, Republican candidate for president in 2012[95]"
2018,House,California,Omar Navarro (R),"Mark Dice, media analyst and author[96]"
2018,House,California,Omar Navarro (R),"Larry Elder, conservative political commentator[95]"
2018,House,California,Omar Navarro (R),"Alex Jones, conservative talk radio host and publisher as well as owner of InfoWars[95]"
2018,House,California,Omar Navarro (R),"Roger Stone, political consultant[95]"
2018,House,California,Omar Navarro (R),"Chuck Woolery, talk show host[95]"
2018,House,California,Miguel Angel Zuniga (G),Local-level officials
2018,House,California,Miguel Angel Zuniga (G),"Gayle McLaughlin (Independent), former Mayor of Richmond[15]"
2018,House,California,Brian Forde (D),Organizations
2018,House,California,Brian Forde (D),Orange County Young Democrats[99]
2018,House,California,Kia Hamadanchy (D),U.S. Senators
2018,House,California,Kia Hamadanchy (D),"Sherrod Brown, U.S. Senator from Ohio[citation needed]"
2018,House,California,Kia Hamadanchy (D),"Tom Harkin, former U.S. Senator from Iowa[citation needed]"
2018,House,California,Kia Hamadanchy (D),U.S. Representatives
2018,House,California,Kia Hamadanchy (D),"Mike Honda, former Congressman[citation needed]"
2018,House,California,Kia Hamadanchy (D),State-level officials
2018,House,California,Kia Hamadanchy (D),"Cyrus Habib, Lieutenant Governor of Washington[citation needed]"
2018,House,California,Kia Hamadanchy (D),State Assembly members
2018,House,California,Kia Hamadanchy (D),"Warren Furutani, former Assemblyman[citation needed]"
2018,House,California,Kia Hamadanchy (D),Local-level officials
2018,House,California,Kia Hamadanchy (D),"Amir Farokhi, Atlanta, Georgia City Councilman[citation needed]"
2018,House,California,Kia Hamadanchy (D),"Suzie Price, Long Beach City Councilwoman[citation needed]"
2018,House,California,Kia Hamadanchy (D),Organizations
2018,House,California,Kia Hamadanchy (D),Iranian American Political Action Committee[citation needed]
2018,House,California,Kia Hamadanchy (D),National Iranian American Council (NIAC Action)[citation needed]
2018,House,California,Kia Hamadanchy (D),Freethought Equality Fund[citation needed]
2018,House,California,Kia Hamadanchy (D),Bay Area Iranian-American Democrats[citation needed]
2018,House,California,Kia Hamadanchy (D),The Pluralism Project[100]
2018,House,California,Dave Min (D),U.S. Representatives
2018,House,California,Dave Min (D),"Pete Aguilar, U.S. Representative (D-CA-31)[citation needed]"
2018,House,California,Dave Min (D),"Ami Bera, U.S. Representative (D-CA-7)[citation needed]"
2018,House,California,Dave Min (D),"Salud Carbajal, U.S. Representative (D-CA-24)[citation needed]"
2018,House,California,Dave Min (D),"Judy Chu, U.S. Representative (D-CA-27)[citation needed]"
2018,House,California,Dave Min (D),"Lou Correa, U.S. Representative (D-CA-46)[citation needed]"
2018,House,California,Dave Min (D),"Alan Lowenthal, U.S. Representative (D-CA-47)[citation needed]"
2018,House,California,Dave Min (D),"Grace Napolitano, U.S. Representative (D-CA-32)[citation needed]"
2018,House,California,Dave Min (D),"Scott Peters, U.S. Representative (D-CA-52)[citation needed]"
2018,House,California,Dave Min (D),"Linda Sanchez, U.S. Representative (D-CA-38)[citation needed]"
2018,House,California,Dave Min (D),"Mark Takano, U.S. Representative (D-CA-41)[citation needed]"
2018,House,California,Dave Min (D),State-level officials
2018,House,California,Dave Min (D),"Betty Yee, California State Controller[citation needed]"
2018,House,California,Dave Min (D),"Fiona Ma, California Board of Equalization member (D-2) and former Assemblywoman[citation needed]"
2018,House,California,Dave Min (D),"Sharon Quirk-Silva, California State Assemblymember (D-65)[citation needed]"
2018,House,California,Dave Min (D),"Mike Eng, former Assemblyman and former Mayor of Monterey Park[citation needed]"
2018,House,California,Dave Min (D),Local-level officials
2018,House,California,Dave Min (D),"Katrina Foley, Costa Mesa City Councilwoman[101]"
2018,House,California,Dave Min (D),"Sukhee Kang, former Mayor of Irvine[citation needed]"
2018,House,California,Dave Min (D),"Mary Ann Gaido, former Irvine City Councilwoman[citation needed]"
2018,House,California,Dave Min (D),"Ross Chun, Aliso Viejo Mayor Pro Tempore[citation needed]"
2018,House,California,Dave Min (D),"John Palacio, Santa Ana Unified School District Board of Education President[citation needed]"
2018,House,California,Dave Min (D),"Valerie Amezcua, Santa Ana Unified School District Board of Education Vice President[citation needed]"
2018,House,California,Dave Min (D),"Jesus Silva, Fullerton City Councilman[citation needed]"
2018,House,California,Dave Min (D),"David Lau, former Mayor of Monterey Park[citation needed]"
2018,House,California,Dave Min (D),"Ali Taj, Mayor of Artesia[citation needed]"
2018,House,California,Dave Min (D),"Andrew Rodriguez, Walnut City Councilman[citation needed]"
2018,House,California,Dave Min (D),Other individuals
2018,House,California,Dave Min (D),"Julia Peacock, teacher and candidate for CA-42 in 2018[102]"
2018,House,California,Dave Min (D),"Fran Sdao, Chairwoman of the Democratic Party of Orange County[citation needed]"
2018,House,California,Dave Min (D),Organizations
2018,House,California,Dave Min (D),California Democratic Party[103]
2018,House,California,Dave Min (D),AAAFund[citation needed]
2018,House,California,Dave Min (D),ASPIRE PAC[citation needed]
2018,House,California,Dave Min (D),Congressional Hispanic Caucus Bold PAC[citation needed]
2018,House,California,Dave Min (D),Korean American Democratic Committee[104]
2018,House,California,Dave Min (D),NewDemPAC[citation needed]
2018,House,California,Dave Min (D),College Democrats at UCI[105]
2018,House,California,Dave Min (D),Orange County High School Democrats[citation needed]
2018,House,California,Dave Min (D),Teamsters Joint Council 42[106]
2018,House,California,Katie Porter (D) won primary,Former U.S. Executive Branch officials
2018,House,California,Katie Porter (D) won primary,"Barack Obama, 44th President of the United States[20]"
2018,House,California,Katie Porter (D) won primary,State officials
2018,House,California,Katie Porter (D) won primary,"Gavin Newsom, Lt Governor of California and 2018 gubernatorial nominee[14]"
2018,House,California,Katie Porter (D) won primary,U.S. Senators
2018,House,California,Katie Porter (D) won primary,"Kamala Harris, U.S. Senator from California[citation needed]"
2018,House,California,Katie Porter (D) won primary,"Elizabeth Warren, Senator from Massachusetts[citation needed]"
2018,House,California,Katie Porter (D) won primary,U.S. Representatives
2018,House,California,Katie Porter (D) won primary,"Lois Frankel, U.S. Representative from Florida (D-FL-21)[citation needed]"
2018,House,California,Katie Porter (D) won primary,"Loretta Sanchez, former Congresswoman from California[citation needed]"
2018,House,California,Katie Porter (D) won primary,State Senators
2018,House,California,Katie Porter (D) won primary,Connie Leyva (D-20)[citation needed]
2018,House,California,Katie Porter (D) won primary,Local-level officials
2018,House,California,Katie Porter (D) won primary,"Katrina Foley, Costa Mesa City Councilwoman[citation needed]"
2018,House,California,Katie Porter (D) won primary,"John Stevens, Costa Mesa City Councilman[citation needed]"
2018,House,California,Katie Porter (D) won primary,Other individuals
2018,House,California,Katie Porter (D) won primary,"Wylie Aitken, former Democratic Foundation of Orange County Chair[citation needed]"
2018,House,California,Katie Porter (D) won primary,"Dan Jacobsen, Democratic Foundation of Orange County Chair[citation needed]"
2018,House,California,Katie Porter (D) won primary,Organizations
2018,House,California,Katie Porter (D) won primary,Blue America[citation needed]
2018,House,California,Katie Porter (D) won primary,Brady Campaign to Prevent Gun Violence[citation needed]
2018,House,California,Katie Porter (D) won primary,Congressional Progressive Caucus[citation needed]
2018,House,California,Katie Porter (D) won primary,Council for a Livable World[citation needed]
2018,House,California,Katie Porter (D) won primary,Democracy for America[citation needed]
2018,House,California,Katie Porter (D) won primary,EMILY's List[citation needed]
2018,House,California,Katie Porter (D) won primary,End Citizens United[citation needed]
2018,House,California,Katie Porter (D) won primary,Feminist Majority Foundation[citation needed]
2018,House,California,Katie Porter (D) won primary,Human Rights Campaign[citation needed]
2018,House,California,Katie Porter (D) won primary,J Street PAC[13]
2018,House,California,Katie Porter (D) won primary,League of Conservation Voters[citation needed]
2018,House,California,Katie Porter (D) won primary,NARAL Pro-Choice America[citation needed]
2018,House,California,Katie Porter (D) won primary,Ocean Champions[citation needed]
2018,House,California,Katie Porter (D) won primary,Planned Parenthood[citation needed]
2018,House,California,Katie Porter (D) won primary,Progressive Change Campaign Committee[citation needed]
2018,House,California,Katie Porter (D) won primary,Sierra Club[citation needed]
2018,House,California,Katie Porter (D) won primary,United Pilots (UPPAC)[citation needed]
2018,House,California,Katie Porter (D) won primary,Women's Political Committee[107]
2018,House,California,Mimi Walters (R) won primary,Organizations
2018,House,California,Mimi Walters (R) won primary,Republican Party of Orange County[77]
2018,House,California,Lou Correa (D),U.S. Representatives
2018,House,California,Lou Correa (D),Pete Aguilar (D-CA-31)[108]
2018,House,California,Lou Correa (D),Karen Bass (D-CA-37)[108]
2018,House,California,Lou Correa (D),Tony Cárdenas (D-CA-29)[108]
2018,House,California,Lou Correa (D),Judy Chu (D-CA-27)[108]
2018,House,California,Lou Correa (D),Ruben Gallego (D-AZ-7)[108]
2018,House,California,Lou Correa (D),Raúl Grijalva (D-AZ-3)[108]
2018,House,California,Lou Correa (D),Luis Gutierrez (D-IL-4)[108]
2018,House,California,Lou Correa (D),"Ruben Hinojosa, former U.S. Representative from Texas[108]"
2018,House,California,Lou Correa (D),"Steny Hoyer, House Minority Whip (D-MD-5)[108]"
2018,House,California,Lou Correa (D),Ted Lieu (D-CA-33)[108]
2018,House,California,Lou Correa (D),Alan Lowenthal (D-CA-47)[108]
2018,House,California,Lou Correa (D),"Nancy Pelosi, House Minority Leader (D-CA-12)[108]"
2018,House,California,Lou Correa (D),Lucille Roybal-Allard (D-CA-40)[108]
2018,House,California,Lou Correa (D),Raul Ruiz (D-CA-36)[108]
2018,House,California,Lou Correa (D),Linda Sánchez (D-CA-38)[108]
2018,House,California,Lou Correa (D),"Loretta Sanchez, former U.S. Representative from California[108]"
2018,House,California,Lou Correa (D),Juan Vargas (D-CA-51)[108]
2018,House,California,Lou Correa (D),Filemon Vela Jr. (D-TX-34)[108]
2018,House,California,Lou Correa (D),State-level officials
2018,House,California,Lou Correa (D),"Cruz Bustamante, former Lieutenant Governor of California[108]"
2018,House,California,Lou Correa (D),"John Chiang, State Treasurer of California and candidate for governor in 2018[108]"
2018,House,California,Russell Rene Lambert (R),Organizations
2018,House,California,Russell Rene Lambert (R),Republican Party of Orange County[77]
2018,House,California,Ed Rushman (NPP),U.S. Representatives
2018,House,California,Ed Rushman (NPP),American Solidarity Party of California[47]
2018,House,California,John Briscoe (R) won primary,Organizations
2018,House,California,John Briscoe (R) won primary,Republican Party of Orange County[77]
2018,House,California,David Michael Clifford (R),Organizations
2018,House,California,David Michael Clifford (R),California Republican Assembly[citation needed]
2018,House,California,David Michael Clifford (R),Long Beach Young Republicans[citation needed]
2018,House,California,David Michael Clifford (R),Republican Party of Los Angeles County[109]
2018,House,California,David Michael Clifford (R),Republican Party of Orange County[110]
2018,House,California,Alan Lowenthal (D),Organizations
2018,House,California,Alan Lowenthal (D),J Street PAC[13]
2018,House,California,Scott Baugh (R),U.S. Representatives
2018,House,California,Scott Baugh (R),"John Campbell, former U.S. Representative from California[111]"
2018,House,California,Scott Baugh (R),State-level officials
2018,House,California,Scott Baugh (R),"Dick Ackerman, former State Senator[citation needed]"
2018,House,California,Scott Baugh (R),"Patricia Bates, California State Senator (R-36)[citation needed]"
2018,House,California,Scott Baugh (R),"John Moorlach, California State Senator (R-37)[citation needed]"
2018,House,California,Scott Baugh (R),"Jim Silva, former State Assemblyman[citation needed]"
2018,House,California,Scott Baugh (R),Local-level officials
2018,House,California,Scott Baugh (R),"Cheryl Brothers, Fountain Valley City Council Member[citation needed]"
2018,House,California,Scott Baugh (R),"Kevin Muldoon, Newport Beach City Council Member[citation needed]"
2018,House,California,Scott Baugh (R),"Steve Nagel, Fountain Valley Mayor Pro Tempore[citation needed]"
2018,House,California,Scott Baugh (R),"Will O'Neill, Newport Beach Mayor Pro Tempore[citation needed]"
2018,House,California,Scott Baugh (R),"Jim Righeimer, Costa Mesa City Council member[citation needed]"
2018,House,California,Scott Baugh (R),"Rhonda Shader, Placentia Mayor Pro Tempore[citation needed]"
2018,House,California,Scott Baugh (R),Other individuals
2018,House,California,Scott Baugh (R),"Stelian Onufrei, former candidate for CA-48 in 2018[112]"
2018,House,California,Scott Baugh (R),Organizations
2018,House,California,Scott Baugh (R),California Republican Taxpayers Association[113]
2018,House,California,Hans Keirstead (D),U.S. Representatives
2018,House,California,Hans Keirstead (D),"Bill Foster, U.S. Representative (D-IL-11)[citation needed]"
2018,House,California,Hans Keirstead (D),"Jerry McNerney, U.S. Representative (D-CA-9)[citation needed]"
2018,House,California,Hans Keirstead (D),"Raul Ruiz, U.S. Representative (D-CA-36)[citation needed]"
2018,House,California,Hans Keirstead (D),State-level officials
2018,House,California,Hans Keirstead (D),"Fiona Ma, Chair of the California State Board of Equalization[citation needed]"
2018,House,California,Hans Keirstead (D),"Bill Dodd, California State Senator (D-3)[citation needed]"
2018,House,California,Hans Keirstead (D),"Sharon Quirk-Silva, California State Assemblymember (D-65)[citation needed]"
2018,House,California,Hans Keirstead (D),Local-level officials
2018,House,California,Hans Keirstead (D),"Ross Chun, Aliso Viejo Mayor Pro Tempore[citation needed]"
2018,House,California,Hans Keirstead (D),"Debbie Cook, former Huntington Beach Mayor[citation needed]"
2018,House,California,Hans Keirstead (D),"Shirley Dettloff, former Huntington Beach Mayor and California Coastal Commissioner[citation needed]"
2018,House,California,Hans Keirstead (D),"Melissa Fox, Irvine City Councilwoman[citation needed]"
2018,House,California,Hans Keirstead (D),"Jim Moreno, Coast Community College District Trustee[citation needed]"
2018,House,California,Hans Keirstead (D),"Jamison Power, Westminster School Board Trustee[citation needed]"
2018,House,California,Hans Keirstead (D),"Lorraine Prinsky, Coast Community College District Trustee[citation needed]"
2018,House,California,Hans Keirstead (D),Other individuals
2018,House,California,Hans Keirstead (D),"Wylie Aitken, attorney and philanthropist[citation needed]"
2018,House,California,Hans Keirstead (D),"Jess Araujo, attorney and community activist[citation needed]"
2018,House,California,Hans Keirstead (D),"Eric C. Bauman, Chair of the California Democratic Party[citation needed]"
2018,House,California,Hans Keirstead (D),"Dr. Anthony Davies, CEO of Dark Horse Consulting[citation needed]"
2018,House,California,Hans Keirstead (D),"Dr. Michael Gottfredson, Vice-Chancellor of the University of California, Irvine[citation needed]"
2018,House,California,Hans Keirstead (D),"Florice Hoffman, Regional Director of the California Democratic Party[citation needed]"
2018,House,California,Hans Keirstead (D),"Bob Klein, attorney and patient advocate[citation needed]"
2018,House,California,Hans Keirstead (D),"Roman Reed, philanthropist and President of the Roman Reed Foundation[citation needed]"
2018,House,California,Hans Keirstead (D),"Fran Sdao, Chair of the Orange County Democratic Party[citation needed]"
2018,House,California,Hans Keirstead (D),"Dr. Wise Young, Director of W.M. Keck Center for Collaborative Neuroscience[citation needed]"
2018,House,California,Hans Keirstead (D),Organizations
2018,House,California,Hans Keirstead (D),California Democratic Party[114]
2018,House,California,Hans Keirstead (D),Democratic Party of Orange County[citation needed]
2018,House,California,Hans Keirstead (D),International Association of Machinist[citation needed]
2018,House,California,Hans Keirstead (D),International Longshore Workers Union[citation needed]
2018,House,California,Hans Keirstead (D),Moms Demand Action Gun Sense Candidate[citation needed]
2018,House,California,Hans Keirstead (D),National Union of Healthcare Workers[citation needed]
2018,House,California,Hans Keirstead (D),SEIU California[citation needed]
2018,House,California,Hans Keirstead (D),Southwest Regional Council of Carpenters[citation needed]
2018,House,California,Hans Keirstead (D),Teamsters Joint Council #42[citation needed]
2018,House,California,Hans Keirstead (D),314 Action[115]
2018,House,California,Dana Rohrabacher (R) won primary,U.S. Executive Branch officials
2018,House,California,Dana Rohrabacher (R) won primary,"Donald Trump, 45th President of the United States[116]"
2018,House,California,Dana Rohrabacher (R) won primary,Organizations
2018,House,California,Dana Rohrabacher (R) won primary,Republican Party of Orange County[77]
2018,House,California,Dana Rohrabacher (R) won primary,Newspapers
2018,House,California,Dana Rohrabacher (R) won primary,Orange County Register[117]
2018,House,California,Harley Rouda (D) won primary,Former U.S. Executive Branch officials
2018,House,California,Harley Rouda (D) won primary,"Barack Obama, 44th President of the United States[20]"
2018,House,California,Harley Rouda (D) won primary,U.S. Representatives
2018,House,California,Harley Rouda (D) won primary,"Pete Aguilar, U.S. Representative (D-CA-31)[citation needed]"
2018,House,California,Harley Rouda (D) won primary,"Judy Chu, U.S. Representative (D-CA-27)[citation needed]"
2018,House,California,Harley Rouda (D) won primary,"Lou Correa, U.S. Representative (D-CA-46)[citation needed]"
2018,House,California,Harley Rouda (D) won primary,"Jared Huffman, U.S. Representative (D-CA-6)[citation needed]"
2018,House,California,Harley Rouda (D) won primary,"Zoe Lofgren, U.S. Representative (D-CA-19)[citation needed]"
2018,House,California,Harley Rouda (D) won primary,"Alan Lowenthal, U.S. Representative (D-CA-47)[citation needed]"
2018,House,California,Harley Rouda (D) won primary,"Linda Sánchez, U.S. Representative (D-CA-38)[citation needed]"
2018,House,California,Harley Rouda (D) won primary,"Loretta Sanchez, former U.S. Representative from California[citation needed]"
2018,House,California,Harley Rouda (D) won primary,Brad Sherman U.S. Representative (D-CA-30)[citation needed]
2018,House,California,Harley Rouda (D) won primary,"Mark Takano, U.S. Representative (D-CA-41)[citation needed]"
2018,House,California,Harley Rouda (D) won primary,State-level officials
2018,House,California,Harley Rouda (D) won primary,"Bill Lockyer, former Treasurer of California[citation needed]"
2018,House,California,Harley Rouda (D) won primary,"Henry Stern, California State Senator (D-27)[citation needed]"
2018,House,California,Harley Rouda (D) won primary,Local-level officials
2018,House,California,Harley Rouda (D) won primary,"Gina Clayton-Tarvin, Ocean View School District Board of Trustees President[citation needed]"
2018,House,California,Harley Rouda (D) won primary,"Katrina Foley, former Mayor of Costa Mesa and City Council Member[citation needed]"
2018,House,California,Harley Rouda (D) won primary,"Steve Harris, Centralia School District Board of Trustees[citation needed]"
2018,House,California,Harley Rouda (D) won primary,"Toni Iseman, Laguna Beach Mayor[citation needed]"
2018,House,California,Harley Rouda (D) won primary,"Sukhee Kang, former Mayor of Irvine[citation needed]"
2018,House,California,Harley Rouda (D) won primary,Other individuals
2018,House,California,Harley Rouda (D) won primary,"Frank Barbaro, former Orange County Democratic Party Chairman[citation needed]"
2018,House,California,Harley Rouda (D) won primary,"Erwin Chemerinsky, founder of the University of California (UC) Irvine Law School and current University of California (UC) Berkeley Law School Dean[citation needed]"
2018,House,California,Harley Rouda (D) won primary,"Dan Jacobson, chairman of the Democratic Foundation[citation needed]"
2018,House,California,Harley Rouda (D) won primary,"Gary LeFebvre, president of the Laguna Beach Democratic Club[citation needed]"
2018,House,California,Harley Rouda (D) won primary,"Laura Oatman, former candidate for CA-48 in 2018[118]"
2018,House,California,Harley Rouda (D) won primary,"Michael Kotick, former candidate for CA-48 in 2018[citation needed]"
2018,House,California,Harley Rouda (D) won primary,Organizations
2018,House,California,Harley Rouda (D) won primary,California Nurses Association (CNA)[citation needed]
2018,House,California,Harley Rouda (D) won primary,Democratic Congressional Campaign Committee[119]
2018,House,California,Harley Rouda (D) won primary,International Brotherhood of Electrical Workers (IBEW) Local 441[citation needed]
2018,House,California,Harley Rouda (D) won primary,International Union of Painters and Allied Trades District Council 36[citation needed]
2018,House,California,Harley Rouda (D) won primary,I.U.O.E Local 12[citation needed]
2018,House,California,Harley Rouda (D) won primary,J Street PAC[citation needed]
2018,House,California,Harley Rouda (D) won primary,League of Conservation Voters[120]
2018,House,California,Harley Rouda (D) won primary,National Nurses United[citation needed]
2018,House,California,Harley Rouda (D) won primary,Sierra Club[23]
2018,House,California,Harley Rouda (D) won primary,United Association of Journeymen and Apprentices of the Plumbing and Pipe Fitting Industry (UA) Local 582[citation needed]
2018,House,California,Harley Rouda (D) won primary,United Steelworkers Los Angeles/Orange Counties Legislative Education Committee[121][122]
2018,House,California,Omar Siddiqui (D),Organizations
2018,House,California,Omar Siddiqui (D),Orange County Young Democrats[99]
2018,House,California,Doug Applegate (D),Executive branch officials
2018,House,California,Doug Applegate (D),"John H. Dalton, former United States Secretary of the Navy[citation needed]"
2018,House,California,Doug Applegate (D),U.S. Representatives
2018,House,California,Doug Applegate (D),"Loretta Sanchez, former U.S. Congresswoman[citation needed]"
2018,House,California,Doug Applegate (D),State-level officials
2018,House,California,Doug Applegate (D),"Toni Atkins, California State Senator (D-39)[citation needed]"
2018,House,California,Doug Applegate (D),Local-level officials
2018,House,California,Doug Applegate (D),"Rich Alderson, Vista School Board President[citation needed]"
2018,House,California,Doug Applegate (D),"Gina Clayton-Tarvin, Ocean View School District Board President[citation needed]"
2018,House,California,Doug Applegate (D),"Chuck Lowery, Deputy Mayor of Oceanside[citation needed]"
2018,House,California,Doug Applegate (D),"Cipriano Vargas, Vista School Board Member[citation needed]"
2018,House,California,Doug Applegate (D),Organizations
2018,House,California,Doug Applegate (D),CA State Association of Letter Carriers[citation needed]
2018,House,California,Doug Applegate (D),California State American Postal Workers Union[citation needed]
2018,House,California,Doug Applegate (D),IBEW Local 47[citation needed]
2018,House,California,Doug Applegate (D),International Brotherhood of Electrical Workers Local 441[citation needed]
2018,House,California,Doug Applegate (D),International Union of Painters & Allied Trades (IUPAT) District Council 36[citation needed]
2018,House,California,Doug Applegate (D),Ironworkers 433[citation needed]
2018,House,California,Doug Applegate (D),Justice Democrats[citation needed]
2018,House,California,Doug Applegate (D),National Nurses United[citation needed]
2018,House,California,Doug Applegate (D),"Plumbers, Steamfitters, Welders & Apprentices Union Local 582[citation needed]"
2018,House,California,Doug Applegate (D),Plasterers Union Local 200[citation needed]
2018,House,California,Doug Applegate (D),"Roofers, Waterproofers & Allied Workers Local 220[citation needed]"
2018,House,California,Doug Applegate (D),San Diego Democrats for Environmental Action[citation needed]
2018,House,California,Doug Applegate (D),VoteVets[124]
2018,House,California,Rocky Chávez (R),Governors
2018,House,California,Rocky Chávez (R),"Arnold Schwarzenegger, former Governor of California[125]"
2018,House,California,Rocky Chávez (R),State-level officials
2018,House,California,Rocky Chávez (R),"Dante Acosta, Assemblyman[126]"
2018,House,California,Rocky Chávez (R),"Catharine Baker, Assemblywoman[126]"
2018,House,California,Rocky Chávez (R),"Phillip Chen, Assemblyman[126]"
2018,House,California,Rocky Chávez (R),"Connie Conway, former Assembly Republican Leader[126]"
2018,House,California,Rocky Chávez (R),"Jordan Cunningham, Assemblyman[126]"
2018,House,California,Rocky Chávez (R),"Brian Dahle, Assembly Republican Leader[126]"
2018,House,California,Rocky Chávez (R),"Heath Flora, Assemblyman[126]"
2018,House,California,Rocky Chávez (R),"Devon Mathis, Assemblyman[126]"
2018,House,California,Rocky Chávez (R),"Chad Mayes, former Assembly Republican Leader[126]"
2018,House,California,Rocky Chávez (R),"Jay Obernolte, Assemblyman[126]"
2018,House,California,Rocky Chávez (R),Local-level officials
2018,House,California,Rocky Chávez (R),"John Aguilera, Vista Deputy Mayor[127]"
2018,House,California,Rocky Chávez (R),"Joe Green, Vista City Councilman[127]"
2018,House,California,Rocky Chávez (R),"Matt Hall, Carlsbad Mayor[128]"
2018,House,California,Rocky Chávez (R),"Mark Packard, Carlsbad City Councilmember[128]"
