result,estimate,incumbent,num_polls,last_poll,pvi,white,black,hispanic,aapi,other,poll_bucket
0.4727784548001385,0.4728302149140391,rep,8,16,-8,-0.46586192495374973,-3.537371614658248,-0.08648551712746484,-2.4491308211950793,-3.5382876134521495,polled
0.3628300951529348,0.46635711929373125,rep,0,258,-14,-0.1759895716898168,-2.7003122526181675,-0.43894167977110565,-2.869790812444994,-3.3088507309371833,none
0.5855550203740099,0.5053763440860215,dem,1,114,7,0.1778367068454549,-4.025246308767016,-0.5679375845188409,-3.0287749287797294,-3.4673246486295346,polled
0.5436613855082401,0.4738052949737887,rep,9,9,0,-0.3607319584882063,-2.5070294773676007,-0.43064733570225516,-2.371966031912257,-3.3303837042716307,polled
0.6194201060189644,0.5884373132278878,dem,0,258,7,-0.2622619063309045,-4.056917870716594,-0.19631289547374228,-2.6101736081966713,-3.52465036077036,none
0.7837200219978162,0.6814507943205784,dem,0,258,23,0.21219356233840048,-3.5948881248381905,-1.0920051162895343,-1.870589985643124,-3.29608490940014,none
0.8060985700618002,0.7163308497303376,dem,0,258,29,-1.4560006492675264,-3.313159188895723,0.7762664597230936,-2.4999566650767284,-4.180429925582789,none
0.7340158548313557,0.6523840814791126,dem,0,258,18,0.006707045540962288,-3.0006224742204948,-0.9254357484771932,-1.9031271859436676,-3.250221794287077,none
0.5874449985332942,0.594250655796181,dem,0,258,8,-1.0353391310577156,-2.2108595837094924,0.1291132429996856,-2.472135217171796,-3.5074223136368263,none
0.6877834955459778,0.6465707389108194,dem,0,258,17,-1.7243219614201168,-3.6427371293608597,0.49221700007946106,-1.4772658142277182,-4.075339536890001,none
0.7002844722879243,0.6407573963425264,dem,0,258,16,0.5877836136278525,-3.478354871128672,-1.8959571547293572,-1.7704337110431314,-2.9204055576431553,none
0.6939821773674039,0.6581974240474058,dem,0,258,19,-1.822220500568446,-2.7628560563537032,0.8773023386010681,-2.551319321868022,-3.754933097428598,none
0.5901655974648323,0.559370600386422,dem,0,258,2,-0.3720250086968434,-3.149408395406724,-0.047554016419441174,-3.2879651901418447,-3.5947404632000732,none
0.890755484858997,0.7628375902766829,dem,0,258,37,-1.091512563459873,-1.2618346435740497,-0.4595313903969328,-2.133728140136073,-3.315311703519473,none
0.6885177783493935,0.6465707389108194,dem,0,258,17,-1.6226347019933682,-3.3075441337402793,0.493376166775806,-1.6780194882636088,-3.8139100129534667,none
0.5155712315819193,0.5317815979333218,mix or neither,10,14,0,-0.8588933907091878,-3.7570441183210392,-0.6584644185772461,-0.7927975494650127,-3.586196853772194,polled
0.6509973052307396,0.6175040260693536,dem,0,258,12,-1.240600745962643,-2.317505387652324,0.4154632170073231,-2.769476584369734,-3.680440516925724,none
0.43500681234154837,0.49542383213519714,rep,0,258,-9,-0.30970068120958394,-2.8683560546293982,-0.4435848133150632,-2.2803227439583265,-3.1932874549526127,none
0.7766918980678595,0.7163308497303376,dem,0,258,29,-1.7751666177914551,-1.2601376788893772,-0.11767757433357683,-1.8825740395006323,-3.42770257726701,none
0.5205100740609717,0.525541774951384,rep,13,5,-3,0.03248332768419552,-4.057922540268056,-1.460076549790604,-1.1284054304406663,-3.127735711256868,polled
0.6914600178479677,0.6349440537742331,dem,0,258,15,-1.548921614495598,-4.095730511599298,0.6695489584927116,-1.8847745821010202,-4.174941843118394,none
0.6485549865180332,0.6233173686376469,dem,0,258,13,-0.767046529778695,-2.5780150618164996,-0.6232246047842944,-1.2061067123634832,-3.381590820250188,none
0.5355199229140655,0.5028686365897633,rep,13,2,-4,0.20056058149408282,-4.44347323541592,-1.2903946165937625,-1.4742146822246547,-3.278393139149949,polled
0.5641900823645053,0.5371280484186951,mix or neither,9,5,-1,0.42963154748502314,-3.6981262112531814,-1.0348693223455825,-2.541871265602818,-3.318929265766515,polled
0.4828451560755937,0.48403655187667943,rep,9,8,-11,0.19729891287006912,-3.6703769881878547,-0.7384852415039402,-2.7891541741314856,-3.0608421240560673,polled
0.7120095171230205,0.6756374517522853,dem,0,258,22,-1.9080299905772242,-2.694040914479561,0.8738659262497672,-2.401731858903701,-3.950507829431492,none
0.6384713875009712,0.5826239706595947,dem,0,258,6,0.3162280362573496,-3.514358122416304,-1.7692317495611263,-1.3911173374770043,-2.991277282678046,none
0.6907408647514454,0.62913071120594,dem,0,258,14,-0.40225257930986796,-2.4703370336314983,-0.6733663414477417,-1.8291726528296774,-3.0507661533568253,none
0.7620534330467225,0.6698241091839922,dem,0,258,21,0.3200475603866325,-2.4593413388218393,-0.9651380343164306,-3.2846899226923987,-3.4776385358525435,none
0.6417854732527583,0.6000639983644741,mix or neither,0,258,9,1.5470762231319526,-4.729020639785569,-2.1267328234111997,-3.3798356625357617,-3.57341397649686,none
0.45810950752586577,0.44442339269925474,rep,2,4,-6,0.8807493182065625,-4.823501361989318,-1.1187287665830563,-4.795001000280622,-3.455753678888788,polled
0.39380705770302665,0.47217046186202444,rep,0,258,-13,0.9461078051963407,-4.3297275066201175,-1.2658982085001345,-3.818377330137688,-3.654707587314187,none
0.40806820009650957,0.46635711929373125,rep,0,258,-14,0.9088428108919894,-2.840706007982423,-1.6599018577653444,-3.544331818575005,-3.0733279943405223,none
0.5579114187509663,0.5466851445862001,rep,12,20,2,0.4425322988709085,-2.3098824467258288,-1.3787556706590132,-2.7108969743646085,-3.251093495998688,polled
0.6304437736501293,0.5826239706595947,dem,0,258,6,0.5485120524663233,-4.098890316738388,-0.8902657463795659,-3.3861915167980667,-3.619192890423655,none
0.6458129695954793,0.6175040260693536,dem,0,258,12,0.46084130796719935,-1.795360254871577,-1.605223247653136,-2.9060719405646074,-3.6528518168574804,none
0.636860680193045,0.5651839429547152,dem,0,258,3,1.4907678272937601,-3.257380923910132,-2.394483608034808,-3.37510680500883,-3.473796661690979,none
0.645991141175034,0.6000639983644741,dem,0,258,9,0.600926572558464,-1.8852457698648744,-1.6945023757594044,-3.0847315106434885,-3.7305487716738166,none
0.6121089654521906,0.5884373132278878,dem,0,258,7,0.4637114609609618,-2.0553074941393414,-1.4191107358453268,-2.853760236970524,-3.7357154040795253,none
0.5587453953615542,0.559370600386422,mix or neither,0,258,2,0.8056221633112417,-2.666031311158396,-1.506412780430602,-3.2544987988205145,-3.6562109366586677,none
0.6445396995495227,0.6323458840900702,dem,3,50,6,0.5206726507590448,-1.2917815082978716,-2.3026198488055103,-3.212601418685009,-3.56407511035064,polled
0.32941362581733813,0.3088418430884184,rep,1,16,-22,1.0079082598685098,-1.8854078912620107,-2.67762095832035,-3.596789698644008,-3.063613875456129,polled
0.32558666702755373,0.44310374902055855,rep,0,258,-18,1.1686634340172026,-1.9325231021391405,-2.6695695859687554,-3.994889198123327,-3.5561792959203324,none
0.42375756942994364,0.49542383213519714,rep,0,258,-9,0.7577606534322612,-1.676206050127088,-2.2453611115233802,-3.3266240230958726,-3.438464170525814,none
0.3317929585685812,0.44891709158885174,rep,0,258,-17,1.105372591498531,-2.306689985097291,-2.417899815247196,-3.0491881063766795,-3.439161189733393,none
0.6678121971249529,0.6175040260693536,dem,0,258,12,-0.42101917348382356,-0.13203095771664136,-2.4232497617044766,-3.558148087617696,-3.563150589090227,none
0.4368602933022428,0.48894862604540035,mix or neither,3,33,-7,1.019953304501279,-2.1802932411142955,-1.9591225071781246,-4.0050924996713535,-3.7924337036933435,polled
0.5769191992388106,0.5080558539205156,dem,1,68,0,0.31402431754005494,-2.2215784888507413,-1.1010647179859325,-3.0447920449073913,-3.4997251195947103,polled
0.39501895835818124,0.48379714699861076,rep,0,258,-11,1.0944239023393292,-2.266039126706364,-2.1301412643584112,-3.7894111450978123,-3.528915527977885,none
0.5802174989974287,0.5454545454545454,dem,1,30,5,-0.3179293447552659,-1.999714934013205,-0.3750328923843484,-3.527740077065036,-3.7170830230368326,polled
0.3484928479676036,0.46054377672543806,rep,0,258,-15,1.3216161117974699,-2.6069231101061083,-2.1485891587184787,-4.373655254088872,-3.6658596672925055,none
0.40574451448956655,0.3769035532994924,rep,1,101,-8,1.2571282464219369,-3.0459460495793644,-1.9352964193546451,-3.601737030035285,-3.7331690720514037,polled
0.5764470566707995,0.559370600386422,dem,0,258,2,0.9119032764175556,-1.9743259311004813,-2.2102635496829386,-3.282197831348917,-3.4876405683613547,none
0.4697946145871277,0.48954962433026455,mix or neither,9,1,-6,0.3110964332775826,-1.8091123803149873,-1.2434974168216106,-3.469277252982874,-3.544407946085937,polled
0.45438546081459663,0.44680851063829785,rep,6,30,-7,0.8682203415634296,-2.4412999321743833,-1.5514313083245375,-3.8280130472560474,-3.9240316738908674,polled
0.37741208295761947,0.47217046186202444,mix or neither,0,258,-13,1.0627215203178615,-2.55873258001988,-1.7224750024135347,-4.261197114384667,-3.918388538749665,none
0.4569881323406132,0.48306696699245594,rep,5,8,-5,0.7147341136866912,-1.9406622085418304,-1.6512337167208684,-3.762909575615001,-3.925687580201409,polled
0.377258364230161,0.45161290322580644,rep,1,55,-13,0.8029858579315777,-2.493360850900799,-1.370010797806317,-4.121195455000035,-4.220534296004277,polled
0.6202369634812871,0.5826239706595947,dem,0,258,6,0.3241940708646991,-1.7707122999391198,-1.28889591807276,-3.417997942870719,-3.6067517665832836,none
0.619064035823594,0.6116906835010605,dem,0,258,11,-0.3312993615666565,-1.861766823664187,-0.4894935506606937,-3.1321967911449407,-3.6325624456757875,none
0.3954661843125279,0.4631779984721161,rep,2,49,-4,-1.4508254474490139,-3.267940934708707,1.1303669658796982,-4.522409540064762,-4.986201814273136,polled
0.5087461513961142,0.5125247827721255,rep,10,13,6,-1.6312461287233995,-2.1632877511365516,0.8704192599440354,-4.0120655697209795,-4.5327261102131775,polled
0.5307614551152717,0.5568181818181818,mix or neither,8,9,5,-1.3276782586496003,-3.238576193208687,0.9562790104904973,-3.93751411735696,-4.479061090921486,polled
0.4226134201361879,0.49542383213519714,rep,0,258,-9,0.36754386683651136,-0.8827292728770056,-2.6242143084801035,-3.929734726288576,-3.48799738504841,none
0.59649344812389,0.5826239706595947,dem,0,258,6,-0.40588719433109444,0.06006728061055865,-2.927093641513199,-4.339485023513676,-3.823528936381913,none
0.3447369678436619,0.3170731707317073,rep,1,21,-18,0.6386778524476344,-1.1481293185941326,-2.811615501674108,-3.859455656790338,-3.570536562615607,polled
0.7884691959045598,0.6872641368888717,dem,0,258,24,-1.1756145779306004,0.37085478792583737,-2.255374206402508,-2.9068473953094593,-3.631645794502832,none
0.5051480376260985,0.531463168910113,rep,6,2,-8,0.39115468490146604,-1.9044011765698752,-1.9150099110673677,-2.0333039052960995,-3.4878883444143023,polled
0.49922803464395105,0.44338358903576286,rep,3,19,-9,-0.20855877811189766,-1.4255762085923538,-1.4297424851688567,-1.8426346889615353,-3.5367738235438253,polled
0.20494527077958616,0.3675302956327474,rep,0,258,-31,1.2251885749323894,-2.6586276614696773,-1.9108015070516409,-4.372634592162972,-3.880966160879918,none
0.37108031776966655,0.46054377672543806,rep,0,258,-15,0.6065209064596415,-1.0776716847667018,-2.820761763768908,-3.84008089084388,-3.8106653887066084,none
0.38208604366587234,0.44891709158885174,rep,0,258,-17,0.7012095698604909,-1.6412715538506035,-2.0859025491726046,-3.320770146772943,-3.7091758966687416,none
0.4052193908714554,0.49542383213519714,rep,0,258,-9,0.20920608270892582,-0.6331358089908183,-2.737676407430912,-4.0096959449445375,-3.772102159202107,none
0.7618437987552787,0.6640107666156989,dem,0,258,20,-1.069875536920819,0.3324131537506403,-2.063362187620829,-3.615603022906683,-3.7347745573710194,none
0.23498197837404886,0.39078366590592006,rep,0,258,-27,1.185011036433784,-2.345075582702777,-2.0422421877795074,-4.575556671003633,-3.810378309195507,none
0.7600989003545059,0.6465707389108194,mix or neither,0,258,17,-1.6612160665124847,-3.920875490594394,-2.3521838101405743,0.24320138685913117,-1.5605481129630288,none
0.7736231898688175,0.6581974240474058,dem,0,258,19,-0.9309881683600203,-4.185812930840174,-1.9811842519413798,-0.5699677138516518,-1.2665008925814332,none
0.32958969598672555,0.435483870967742,mix or neither,1,120,-21,1.6471344061462472,-5.325671401676719,-2.1136944961530855,-4.212312007342714,-3.338121383310401,polled
0.39329782116833834,0.2804878048780488,rep,1,120,-17,1.4165551598266886,-4.8229016609042725,-1.8071614936481244,-4.168890999540909,-3.4420218986449402,polled
0.7881257275902211,0.7047041645937512,dem,0,258,27,-0.6014764815483804,0.02819490892633927,-2.1771110544223564,-3.9364521773231806,-4.000508550600165,none
0.8105555343016608,0.7163308497303376,dem,0,258,29,-0.9859109165991679,0.26782538662803634,-1.8292798715661909,-4.889985572528604,-4.123424682682899,none
0.7380034217744345,0.5826239706595947,dem,0,258,6,0.3066042245109901,-3.013491351441795,-0.7498571208970041,-3.079014365284449,-4.386597945201176,none
0.865851530486374,0.7395842200035102,mix or neither,0,258,33,-1.2676717480590984,-3.3100610376336737,0.8279692406879683,-3.293451549885172,-4.2994340366685755,none
0.7666501866540558,0.6640107666156989,dem,0,258,20,0.7468194957812013,-3.58557767787566,-1.4090743507095493,-2.5519733724375366,-3.6285540816832094,none
0.5357525535273866,0.5181947381667321,rep,8,11,-2,1.1372343115282786,-3.642035852347364,-2.1785225029209907,-2.2454184069555465,-3.8991318569937885,polled
0.8761507941342495,0.768650932844976,dem,0,258,38,-0.9247342146671704,-0.13841101553116145,-1.6860627288538255,-2.524138750779172,-3.8879579110568767,none
0.6597472695267518,0.594250655796181,dem,0,258,8,0.04979667957427642,-3.0539194723899037,-0.9124214453873347,-1.8651383506879686,-3.799359054108758,none
0.7348622873694253,0.6523840814791126,dem,0,258,18,0.5668468830147383,-2.3277681751040586,-2.05146028854613,-1.9084083339408722,-3.474352716365332,none
0.6559011832534442,0.6058773409327673,dem,0,258,10,0.30846691200910314,-2.66013271109072,-1.222995298865602,-2.111254115974175,-3.7622385008467623,none
0.6384080082541216,0.6000639983644741,dem,0,258,9,0.05678026160059676,-2.087990798541023,-0.9799490349043365,-2.479463500959386,-3.650237339727741,none
0.4681398063152582,0.44693580338059685,rep,9,15,-5,1.1588601278271604,-1.5998208536820446,-3.3285833111051013,-4.393888885844872,-3.7027475615365955,polled
0.49620258770214115,0.4857683656420395,rep,6,12,-3,1.2856222452174102,-2.059469019875129,-3.3222456072745845,-3.1814967655993076,-3.5177365652466204,polled
0.5250185902375176,0.5125839134232004,rep,5,2,-5,1.2823609247641947,-3.4657864111097574,-1.949205757922887,-3.0805747108742807,-3.9828636790275875,polled
0.29072037495647546,0.42566372131567903,rep,0,258,-21,2.261763098473791,-3.1008666346623013,-3.5283158428303394,-4.8766332024750465,-4.172083980212109,none
0.4087552721999195,0.4270833333333333,rep,1,8,-8,1.597805737470056,-3.2577069063975737,-2.245353892379917,-4.143061697336161,-3.8989633643904686,polled
0.6209341498766044,0.5651839429547152,dem,0,258,3,1.125908978467378,-2.033679158488129,-2.3040769468388347,-4.270612623746369,-3.6785014964641034,none
0.32766554683559074,0.46054377672543806,rep,0,258,-15,2.063835292504876,-3.2334293192370183,-3.552061842142296,-3.5722262537924787,-3.9154178004543523,none
0.6509288146652801,0.594250655796181,dem,0,258,8,0.5202875636071276,-1.4885388103318804,-1.7008502944442259,-4.309495893845641,-3.8406710939772326,none
0.45163897894801236,0.48379714699861076,rep,0,258,-11,1.3688755098296361,-2.6164013587453288,-2.2461896980624414,-4.310965985203323,-3.631647827686693,none
0.3527370620313843,0.38202247191011235,rep,1,159,-18,1.6094622444197129,-2.7753280894985117,-2.7333317974103126,-3.7988116031358534,-3.6615297205245017,polled
0.3593997454606467,0.44891709158885174,mix or neither,0,258,-17,1.7465143541869288,-3.2358554036110734,-2.7531902558051238,-3.448826168132806,-3.89497443898355,none
0.4323831803693206,0.46808510638297873,rep,1,8,-9,1.466828669203348,-2.425501676242204,-3.0693812294266083,-3.3061735107059307,-3.606531345879757,polled
0.33989473233771234,0.44310374902055855,mix or neither,0,258,-18,2.3544314900642584,-3.598357749456829,-3.5663822395023543,-4.1642258066546765,-4.040220707793097,none
0.6486286512619718,0.6116906835010605,dem,0,258,11,0.11024207564075247,-0.8613605259512768,-2.0736194247305404,-3.437444786885304,-3.390957805844631,none
0.3557028298218109,0.46054377672543806,rep,0,258,-15,2.2240839889110124,-3.1250109337832663,-3.6976724924012974,-4.487668688657093,-3.880778425673491,none
0.43517675716112486,0.4639175257731959,rep,1,8,-13,2.1079596362901847,-3.5224797880252554,-3.3644437185624723,-3.7041470316157774,-3.785612584152611,polled
0.5260976453438094,0.5339394223409977,rep,10,5,1,2.0103031994572573,-3.2098398632210516,-3.1756229357840957,-3.9920698898121474,-3.8367682934378005,polled
0.5626105475941234,0.564393970517532,dem,4,5,1,1.7661117559902213,-3.1509195520930544,-2.8132612490685585,-3.6799532183295414,-3.715870117397169,polled
0.5112188022993523,0.5049723756906076,rep,8,5,-1,1.6125095059887442,-3.1535209929561576,-2.611364764464929,-3.374506377783269,-3.7150421550373065,polled
0.4828972655302012,0.4669695113093872,rep,9,2,-11,1.945650657626881,-4.146934544735041,-2.609930623187205,-3.7694242856920277,-3.9760380170319864,polled
0.31854522792022794,0.42244674709959484,rep,5,9,-24,1.1879691791700198,-3.4958926210112793,-1.6647931794682957,-4.038621545240763,-3.556125025632032,polled
0.4955212296515001,0.5244760399384106,mix or neither,7,7,-10,1.5506613505191,-3.0658296795294366,-2.6445805830956624,-4.059143450422386,-3.005963881347592,polled
0.549561686218899,0.5653061224489795,rep,8,9,-4,0.9450896671303055,-2.405210867469998,-1.9940704167754193,-2.996659914208716,-3.4866906252192726,polled
0.4056359268705731,0.389184119134454,rep,3,9,-15,1.0296768427479746,-2.645254966074403,-1.9619326220098814,-3.3695755456657883,-3.1690627235292497,polled
0.31411941868247445,0.41403703617909277,rep,0,258,-23,1.9250424715872443,-2.6115407016937873,-3.4331190133196863,-4.978174735415992,-3.852512659035789,none
0.31774111513764386,0.4372904064522654,rep,0,258,-19,1.9076162291306253,-2.8985337832259845,-3.338379275086029,-4.146515680707156,-3.578022098451051,none
0.6292537791162905,0.5826239706595947,dem,0,258,6,0.7236569138193901,-1.285755306863661,-2.876138500702153,-3.545293583039457,-3.5246238834061874,none
0.35716934535785577,0.44310374902055855,rep,0,258,-18,2.1925815541269293,-3.378914877888804,-3.362221790891677,-4.41971684711974,-3.7914039018822914,none
0.21052100393149925,0.3675302956327474,rep,0,258,-31,3.0997345072277818,-4.2447386446667394,-4.35431398870948,-5.444132937515438,-4.411598123472691,none
0.4837368484378551,0.47218544015746433,rep,13,2,-9,1.5170337793289848,-2.3835402547291893,-2.994974348368642,-3.897822702655437,-3.54986914624319,polled
0.186926702366674,0.4082236936107996,rep,0,258,-24,0.9276192779315475,-1.8288495084322607,-2.321862861787837,-3.724561393108744,-3.404705239169669,none
0.24212507959358823,0.11095100864553314,rep,1,68,-20,0.7362264190113224,-1.125122535549699,-3.192737021007398,-4.163306491833733,-3.704989676285803,polled
0.34360689720154525,0.47217046186202444,rep,0,258,-13,0.3330401800589509,-0.6660481728043394,-3.1795326243146476,-4.571165395219294,-3.5495204590481695,none
0.31053595884072993,0.46054377672543806,rep,0,258,-15,0.40526338836307385,-0.6071366672216906,-3.705713002775942,-4.914100144138769,-4.115606965555294,none
0.2279777522119499,0.4372904064522654,rep,0,258,-19,0.7231157548694431,-1.1729945929432413,-3.0593885308763675,-3.8272724708817534,-3.69377063625588,none
0.6440651379876626,0.6447114745379603,dem,2,8,8,2.556998983819901,-4.069844168579384,-4.005355760183413,-4.158059274490553,-3.8002689515571384,polled
0.5062355395545383,0.5038675655781297,rep,8,8,-2,2.746133470167264,-4.753759905693125,-4.241502093030387,-4.945952561179297,-3.458514133888642,polled
0.3883906717772309,0.46635711929373125,rep,0,258,-14,1.3645944621562835,-1.9997108320308896,-3.200374371797917,-3.803844984164465,-3.735262979337567,none
0.6825004183963785,0.6116906835010605,dem,0,258,11,0.0019229993162773588,-0.6564760724807004,-2.5952352543339394,-2.8854823468550492,-3.2972402642000778,none
0.7097492469694685,0.6233173686376469,dem,0,258,13,0.3336187021240253,-1.2844281841257905,-2.2901402821349923,-2.5246866578739913,-3.3324496708217115,none
0.7972118386577886,0.7105175071620443,dem,0,258,28,-1.0424020702792418,0.07306799184159693,-1.6297110402662365,-3.4663707854194157,-3.588359937892721,none
0.7219008836529274,0.6407573963425264,dem,0,258,16,-0.19656405088132625,-0.49857467464110233,-2.3257750794910166,-3.136409403369753,-3.1659619953221463,none
0.6082403976839009,0.5826239706595947,mix or neither,0,258,6,0.3438585091328351,-1.8891237268086687,-1.8218052226562975,-2.096208677763829,-3.321384255613023,none
0.7824299817099813,0.6988908220254579,dem,0,258,26,-0.7036956738830401,0.10751353189873514,-3.2261649020498213,-2.514656981197743,-3.506628955459158,none
0.6927951267329505,0.62913071120594,dem,0,258,14,0.410070911903893,-1.975253712653803,-1.740287693216666,-2.288418514360278,-3.2960679106072175,none
0.6719934813836607,0.6000639983644741,dem,0,258,9,1.2261214284374597,-2.9788384658332734,-2.232154866466141,-2.8253214320336824,-3.6392735666873217,none
0.6495199159852975,0.6000639983644741,mix or neither,0,258,9,0.7261965200307539,-3.5498581907760296,-1.433658952875064,-2.4170224907077764,-3.7187069835156246,none
0.7593820616588288,0.6523840814791126,dem,0,258,18,0.8979708147043338,-2.938248230418818,-2.3021631054263696,-2.0306117975180924,-3.402973581063411,none
0.675045968849709,0.5826239706595947,dem,0,258,6,1.4546057034088455,-3.4368772184564684,-2.2618096870269913,-3.1249825862729304,-3.808171805383185,none
0.5940119205707051,0.5709972855230082,dem,0,258,4,1.8270747851545186,-3.5583994379515587,-2.8684816883400486,-4.226585140919346,-3.1083090673264273,none
0.43683401654751775,0.4375,rep,1,8,-9,2.3048487376083475,-4.201221706502055,-3.9243190539426656,-4.9360764975762335,-2.955832734878078,polled
0.4371869004476657,0.4128205128205129,rep,2,22,-9,1.3076039222917792,-2.6946640427797526,-2.245085639239602,-3.7471427964629753,-3.449515695084714,polled
0.4424284188175092,0.5128638598400765,rep,0,258,-6,1.3494116699734153,-2.4245444629110766,-2.524959778997741,-3.8731284981285494,-3.4709572688378443,none
0.37375898965093846,0.48961048956690395,rep,0,258,-10,2.3712765995495095,-4.005089094971026,-3.409289560768273,-4.5688673905575525,-3.6544454568916342,none
