n,resid
0,0.08640678475446317
0,-0.06964653088627737
0,0.06108533734159505
7,0.009864703404639727
3,-0.01804528005261727
3,-0.03467662928982157
0,0.06312176789457324
1,0.041734535932375194
0,0.04195188256518728
2,-0.011544061643482262
2,-2.567042077486481e-5
8,0.056225743412981255
8,0.03452664958531729
1,0.042555013005281084
3,-0.11297103118505267
1,0.018376148986460006
1,0.022588691634029878
1,0.010785970280940416
0,-0.02854358240723201
0,-0.03408891257001226
0,0.02733642509304851
0,0.02537330446891395
1,0.013710850386912637
0,0.1660246676188527
4,-0.027326249261396915
0,-0.027249736087971543
0,-0.03357235434822892
0,-0.026102624420432985
0,-0.021220146248261962
0,-0.018005479537275937
0,0.06966641489489533
0,-0.06156108764313273
0,-0.0036718587939892355
0,1.7427977452211252e-4
0,-0.012099575728912404
1,0.018094636769632702
1,0.00697727076947891
1,0.010036283706200086
8,0.011531968090986111
8,0.0033550202304752363
0,0.09903011921142213
10,-0.03360349593001763
0,-0.03876963926646715
0,-0.04044194539140045
0,-0.02493836823044515
0,0.03506337355734368
0,-0.04831012537630541
0,-0.004167736981151249
0,0.001633973628855756
0,0.004890097179697017
0,0.005832833915858426
0,0.007356988883747473
0,0.122181519554586
0,-0.03445385281193225
0,-0.03390401521963815
10,0.0174129334896616
10,0.0201917611021313
0,-0.026913463125359915
0,0.048787290944253936
0,0.0335039599995115
0,0.1106889603422162
9,-0.0158088104709162
9,-3.7139284646164894e-4
0,0.04095918710533053
0,-6.748931758875365e-4
0,0.008475254662236642
0,-0.0040784519501366745
0,-0.011669536311508133
0,0.007996322500195552
2,-0.1161399460738759
0,-0.013923082605366677
0,-0.024034185810501874
0,-0.006456393366021662
0,0.00228192970327612
0,-3.672813113902995e-5
0,-0.006832192393618153
13,-0.04503004975453223
0,0.0016267847569126914
0,0.10358582657915638
0,0.06273179627122683
4,-0.0494605747720116
1,0.05238446976783073
0,0.08216317554808406
3,-0.002676223351021745
3,-0.009994639494260882
1,-0.05706819548257608
0,-0.015875631095555287
1,-0.02937342738044979
0,-0.0165550091340515
0,-0.013253037227169417
1,-0.012551444543380141
1,-0.002282213264165167
0,0.11119594946465666
9,0.040163231732355975
5,-0.015473318149492432
1,-0.02292829353507464
1,-0.014745447271289014
0,-0.006185577474989101
0,-0.018817451791597384
0,0.004387467453795979
8,-0.011747627441676817
0,0.006755217600384444
0,-0.008124234880725612
0,-0.010813293768999255
0,0.15085728656363934
6,-6.79598335154321e-4
6,0.012657301861743991
6,0.009324814579646047
3,-0.016020944865213837
0,0.22168326205466005
0,-0.003713086424727341
0,0.0028909482109258366
0,-0.0030125889713040754
0,0.06525594003919255
0,0.1535353274605975
0,-0.15800460118835047
1,0.013621052848123316
1,0.00241362651135113
1,-0.11025143800109455
0,-0.013422015037805046
0,0.0045722820255367225
0,0.0016142966231740274
0,-0.009732443650952494
0,-0.02784028959876861
0,-0.02478474404677189
0,-0.015346239965454034
0,-0.011879639898297656
0,-0.005268508936471461
0,-0.013653501787447064
0,0.0034371412765302756
0,0.009995203345191106
0,0.0036841912951400824
0,0.007789223002616863
6,-0.029268092418481162
0,-0.004039306867862025
1,-0.01602079495814579
0,-0.011896834990162919
1,0.007811268379716463
0,0.0010853129936646555
0,0.0016622414041759237
0,-0.011171969133080717
1,-0.018712253771954124
1,-0.025177499923147384
11,-0.048635338217911814
8,0.03042951663193244
9,-0.0217833918309807
9,-0.0023554421296883843
7,-0.008298602835059087
8,-0.014156020854066087
8,-0.015955210050597746
0,-0.0327245222425796
0,-0.03582957082769611
0,0.054636066023209806
0,0.03361872341350114
0,-0.0017670897428724297
0,-0.011209696626219956
13,-0.012208281762421516
1,0.1503655939646007
0,0.01683095303220683
0,0.015524474522477183
2,0.002109942137666354
2,4.766395889937991e-4
8,-0.03250688928378298
0,0.007105694574433441
0,0.009428576299814917
0,0.003167301092467434
0,-4.1561419431679347e-4
0,-0.0033111725389183277
0,0.008115840095379356
0,0.007187132990865264
0,0.024533413122407977
0,-0.13797863113693742
0,-0.00576928138522026
0,-0.012969558701450223
0,-0.009879136747285244
0,0.027343530171965225
0,0.028406123201857314
0,-0.0968037234528838
0,0.010828450018183888
2,-0.014485305451259145
0,-0.0056347166090388034
0,-0.008671040819689196
0,-0.01528560065014642
0,-0.07743863521766003
11,0.04210661596634442
0,-0.015056157663769054
0,-0.02541520315059792
0,-0.01880767087745605
0,-0.010992573599734046
0,0.0022769384139463833
9,0.01328097451130611
9,0.012978574348263744
0,-0.07934094603625574
0,-0.004116998137216887
0,0.0042145191563141005
2,-2.260195703737821e-4
2,-0.0034392505304379622
0,0.05862605947845345
0,-2.9631441462174557e-5
0,-0.008667629348097616
5,-0.005238395480082078
5,0.005118664547968055
5,0.009211618708570735
5,-0.015455994975310139
5,-5.6627171552881e-4
1,0.01868546309597796
1,0.006266691944751157
1,0.0027231114026496916
1,0.008084600187970414
1,0.018874803697655484
0,-0.14494508996867328
0,0.006472021640864911
0,-0.002402405743680114
0,0.05998204982711475
0,0.033243719619918455
0,0.03222781636234995
1,-0.07300511655763414
6,-0.00615023073409629
0,-0.005287123369178692
0,0.005127666566751676
0,-0.005936812564250937
2,-0.17398323373475677
2,-0.003414508284864004
2,-0.0031214499972681553
2,0.003909838451528702
7,-0.015487468244013564
6,0.11466890689335324
0,0.006882506280263212
0,0.01715798975623206
17,0.004107685640097194
0,-0.006027991800137522
11,0.004463983881744335
11,0.0027027334850521084
0,-0.049498722872953316
0,-0.03299369145723685
0,0.04171536438971701
0,-0.1626595308145864
10,-0.013585056674474849
10,-0.03423591359060296
0,-0.03561994166524707
5,-0.13724128448412015
3,-1.125881670260842e-5
3,0.00755634132820715
3,0.007669831778461811
3,-0.011796040973244604
5,-0.006771980026286387
0,0.17834435131249948
0,0.027805709502403686
0,0.029751859873251796
