n,resid
0,-0.00992039998135752
0,-0.012284877029120622
0,-0.011732863948869188
0,-0.02026880646773499
0,-0.21196696888834388
0,-0.2027264134575235
0,-0.047090826459797785
0,-0.04230091682375603
0,-0.004853749880564084
0,-1.8218293249105955e-4
0,0.008555195859904163
0,-0.017974573591074794
0,-0.007495805966005076
0,0.0017975783884778274
0,-0.003056958618858796
0,-0.019672727998675366
0,-0.0024776119929220686
9,-0.02950055162203304
9,-0.024511780119665774
0,-0.07108217462030897
3,-0.04495343118770939
0,-0.07971499239864188
0,-0.007951860008391404
0,0.003302922663261154
0,-0.01564579077193709
7,0.05057505415262089
0,-0.035503253658072054
0,-0.04603602263388895
11,-0.00213274148310838
11,5.40845460474837e-4
11,0.008443546841297
11,-0.005526125526087777
11,0.003945915671676445
11,0.004519969761226941
1,-0.13275007706129233
1,-0.03266596521659737
0,0.03667970811818688
0,-0.10757846493364975
15,0.04909393279357714
0,-0.019988367458905087
0,-0.11233100101766733
1,-1.7047805705472374e-4
1,0.003215591402410567
1,0.0026160269663196845
5,-0.11157793292784488
0,-0.023167240217138674
1,-0.014479056651329869
1,-0.01737986760826349
13,0.03408017755443608
13,0.020144612405529158
0,-0.005192909485426389
0,-0.012455759919211662
0,6.388795376472967e-4
0,-0.1075810966483659
0,-0.029123838999374874
0,-0.011708223135221019
0,-0.15336914068150154
9,-0.006214192018215686
9,-0.006366763364813399
5,0.036965384106639715
0,0.0013055327485672619
0,0.007956664695398685
0,-0.1761521724012547
6,-0.03954955471285386
0,-0.0167857304248773
0,-0.002758002136852289
0,-0.00278683890177156
0,-0.007995470671076643
0,-0.006128809102229571
0,0.0014454291104351036
1,-0.03700295178330831
1,-0.03718904965763209
0,0.07864361227270417
0,0.04676533293662499
0,-0.04453681900444112
0,-0.035727671010583995
0,0.05764871254893045
0,0.04399202121515278
0,0.016543262689528104
0,0.001930628892840791
0,0.045415385004228814
0,0.15340163918072058
0,0.09673101946901341
1,0.025885403174317173
0,0.14224115734493933
1,0.06546540146842131
6,-0.03171296215953161
0,0.17005430692458423
1,0.12545306154920866
0,0.009602194728175029
0,0.01929957466680876
0,0.01508449018231528
0,-0.004197146629462356
0,-7.008002379156331e-4
0,-0.0029269055002445477
2,-0.08351232958686444
5,0.0031850407001982432
5,0.004303108555192816
0,-0.007228180680361601
0,-0.0040361195202731626
0,-0.005645932255423564
0,-0.06641639677193423
0,-0.13213908368677885
8,-0.004748472312037455
8,-0.012692808902648484
0,-0.12299711302112493
0,-0.028808885102587944
0,-0.003602373739290843
0,0.06505091300559074
3,0.03943874433553041
3,0.027784596579769394
4,0.016679756953360325
3,0.04617321793162299
15,-0.0053380214145642944
0,-0.07422683923552334
11,-0.03974635676494985
0,0.017654311685764812
10,0.02884538594958591
0,-0.1711166980684058
1,-8.875152010517917e-4
1,-0.012228153076594306
20,-0.059979564273158564
0,-0.08368917064441728
5,-0.031245680198162387
4,-0.022682572499875042
0,-0.04380734117101537
0,-0.050111226298131806
0,-0.0011687613176840084
0,0.015209837303451879
0,0.007081400159993589
5,0.07266723278892828
13,0.020097834194422848
13,0.011907286983331655
0,-0.17584633120863558
0,-0.004498925821033062
0,-0.013618373541597784
0,0.05694250544263346
2,0.015427143333501675
2,-0.01837921490971714
0,-0.0928079618988159
0,-0.011238385535491724
1,-0.025249217766942
0,0.0035211697004584597
0,0.017314595848214598
0,0.171953856585505
0,0.09330158300551239
0,0.002583765716878572
0,0.0025211797354317556
0,0.020416467425080187
0,0.047153105623320424
0,-0.014871697056984545
6,-0.01902120412474398
6,2.771152416029682e-4
0,-0.030040518762918023
0,-0.03168842894144097
0,-0.0023604442370918632
0,-0.014383435116518573
8,0.0026073364963229706
8,0.005875616939844341
0,0.12327593990773611
0,0.1320908566870056
3,0.022784211195452264
0,-0.008568439808026573
0,-0.017657313893511883
0,0.053237965879528226
0,0.05967037055075852
0,0.02306198884233701
0,0.05398973681109098
0,0.1079181703997393
0,-0.005019520253630394
0,-0.001582073179541843
0,-0.009557661654952532
0,-0.16584732067095165
0,0.012336967900064222
0,0.009756748676827298
0,0.0043452931060082856
0,-0.08035003279587727
2,0.10596776185732794
0,0.06050470919287987
5,-0.011669767912166581
5,0.003042739893660479
0,-0.0011346465948489648
0,-0.0025686845076736686
0,-0.023103637115439946
0,-0.028179150101110717
0,-7.259193880022607e-4
0,0.017177315808755367
0,0.0022026387225181354
0,-0.01522985985058134
0,0.16295753400176077
0,0.05604930196076208
0,0.04015418165239992
3,0.0990271212289274
0,0.13185041343247317
0,0.012173439802779351
0,0.10057031611095046
0,0.03112822538229751
0,0.01859472050602415
0,0.015350597325485021
0,-0.027310067782111536
0,0.040033339742906016
0,0.04220298154358815
2,-0.0024380815150759697
2,-8.009823818094369e-4
2,0.004166218348264673
2,0.009234567607751001
2,-0.018389104365944375
5,-4.7471900337439643e-4
0,0.013109477624602461
0,0.018242315602395087
0,-0.08291970430954587
3,0.006766931094159434
3,0.0014381226181021112
0,-0.01937016690281207
0,-0.01867128534286816
0,-0.01887491560180038
0,-0.012032875700650425
0,0.0026667018235516093
0,-0.00647512268305922
0,-0.005786301542489047
0,0.026148458140032832
0,0.03095883145564879
1,7.573114404887948e-4
2,0.02783163750160378
2,0.01899056790339615
0,0.041715318465953444
0,-0.08622658114291681
0,-0.02913469632875776
0,-0.010335826554366767
0,0.06209138224053279
0,-0.0011677042091574608
0,-0.013372739407822576
3,-5.850262449302729e-4
3,0.00868955700709391
3,0.008157302226430532
3,4.808159327848449e-4
0,0.005547796734664323
4,0.005762570721251581
4,0.015720637244501845
4,-0.003345659913683241
0,-0.020768502237678677
0,0.0022046381294491546
0,0.003330659286281623
0,0.00830947311817165
0,0.03150308278346281
1,-0.0191211820588445
1,-0.036649191402922776
0,0.04941135165550331
0,0.10527197058921134
3,0.04495830715719162
2,0.03175283395145963
2,0.03923661386086459
0,-0.1017988560993478
0,0.005065763670385359
0,-0.012737658072784153
0,0.005087193018833869
0,0.008170016010475623
0,-0.003280755050850681
0,0.00788195926865276
0,0.017112916942944922
0,-0.00695239495719957
0,-0.009268866215820015
0,-0.004933344742861112
0,0.011571661206803974
0,0.01721367963459519
0,0.008083596767692658
0,0.14248562022041167
0,0.00922955322080099
0,0.0060016966213808365
0,0.14108907607199928
0,0.0793526465311688
0,0.02108107560260697
0,-0.05160364958975383
0,-0.0790456092654297
0,-0.02975518218976103
0,-0.023931773477789742
2,0.03132725707154285
2,0.03130603194325174
0,-0.03562587141415152
0,0.0012015862002267008
0,0.006522368748939189
0,8.355339245803561e-4
0,0.00847721364095888
0,0.013045008844786099
3,0.020483697090017905
1,0.012020423449328257
1,0.037120730451911804
0,0.009976498113046572
0,0.026010333747473857
3,0.003481103701724511
0,0.14390754888702117
0,-0.23851395524392388
0,-0.026126514038852855
0,-0.033271013828738705
0,0.05100948761284929
0,0.08888517158333764
0,0.09540397172306425
0,0.06684677902925218
0,0.017805973773681316
7,-0.04729843395342725
9,0.011203869953544165
9,0.011312458885552656
9,-7.59391290053868e-4
3,-0.008003954667420876
3,0.003524970047275422
3,-0.008822711159381047
3,-0.013783067783877057
1,-0.0010808738119637562
1,0.0529326239570056
0,-0.028283506279494608
0,-0.024503381825376147
0,0.005762779304603671
0,0.02464883522569916
0,2.1766710215109786e-4
0,0.006595197307849965
0,0.21379822526185088
1,-0.07450375712958668
0,0.04448851291169098
0,0.04968003008595234
0,0.21254200825388447
0,0.039484384531666916
0,0.028132534026692135
6,-0.008014764958499232
6,-0.015322376322234377
12,-0.01674937928384336
12,-0.013936400012508024
0,-0.00595770159572917
0,-0.002931842767953774
0,0.014878490627562968
0,0.005635156959168164
0,-0.010348444727372619
0,2.5248655768028705e-5
0,0.004241840084691417
0,0.002871898355527591
0,0.08318307445436018
0,0.20907509475155717
0,-0.07440045249612792
0,-0.10049235061606032
0,-0.06384374719909491
0,-0.03485817094932142
0,-0.03308039586167144
9,-0.009959093876013833
9,0.006430496234068356
0,0.027259235617357325
4,0.033371490181471564
0,-0.1418934444360332
0,0.0073886677977821336
0,0.02892422629971625
0,-0.117375234211336
0,-0.015340459640188264
0,-0.013904436796409625
0,-0.013101983861563582
5,-0.010929958679908619
5,-0.004869371089653199
5,-0.010620756433882522
2,-7.862853580096543e-4
2,-0.0020236646108485537
0,0.04701538905825428
0,0.03935035447670607
0,0.015504580076847407
0,0.011651606847263407
0,0.004737591310459477
0,-0.12442573441148852
1,0.014359446951146992
1,0.004751176063848006
1,0.012402377271720055
0,-0.0612100370986664
0,0.050968051973637296
0,0.042921115644191654
0,0.00564274054578473
0,-0.046865999802655045
0,-0.05657623893947572
4,-0.00520342479386976
4,0.01150338933562442
0,0.12093696670609466
0,0.16123543012891295
13,0.007932047993663122
13,0.01406981849508257
0,-0.056559238486290075
0,-0.011082752939812424
0,0.029197142108361718
0,0.03235085963900461
0,0.018418979024022952
0,0.01762470183332554
0,0.014458692628600556
1,0.010493620400662984
1,5.832318564008288e-4
0,0.010648046338588124
0,0.0028260316948239272
0,-0.006170478945088209
0,1.4063799467362026e-4
2,0.05939743786796617
2,0.04070805521284797
0,-0.0025392103304104907
0,-0.014199355315738238
0,0.04692213833416928
0,0.04958769477450711
2,-6.894334268398028e-5
2,8.368159479318904e-4
2,0.013592639616730018
2,-0.0064079091724220105
7,0.011885089396156151
7,-0.0010136554680386933
1,0.039998020358100184
0,0.008770052995761168
0,0.01496220014585059
0,0.005180823096017639
0,-0.05686110803486355
0,-0.048887892943018985
0,-0.022805970331424952
0,-0.005237682682022626
0,-0.12195932446652247
0,0.014687859614715637
0,0.01480469193529188
0,-0.01905289962508716
0,-0.020317468950430406
0,-0.004262767286410174
0,0.033152378305900954
0,0.021472199223508237
0,0.013458854505092877
0,-0.033062714502929136
0,-0.052620256656225994
0,-0.00395745423896221
0,-0.009853268845040786
0,-0.015509002060835386
0,0.0024508315691230687
0,-0.003593813664370199
0,0.009035260079994
0,0.013417090322766834
0,0.0053680207525065304
0,-0.027067286090969422
0,-0.194033192649598
0,-0.05453883648891933
0,-0.06772508286430368
3,0.006223819402983555
4,0.06317484223069686
0,0.1354032168069197
0,4.412736776208126e-4
0,0.01714295681723843
0,0.027218497641626538
5,-0.026430457232920118
0,-0.014797293273461465
0,-0.00958652629723078
0,0.009380227882504588
0,0.006441007311318359
0,-0.008108379619734318
0,-0.018106112510741568
0,0.03439038596531663
0,-0.020166622884835395
0,-0.012797310486882818
0,-0.011593713857926735
0,-0.004792066409040396
0,-1.1833901439950445e-4
0,0.007272497038241177
0,-0.0010478852901494307
1,0.014865154173007156
0,0.06551895011608541
0,-0.06605666730151993
0,0.01835843574614937
1,-0.02441286737354198
1,-0.007012323471443538
0,0.05587749800676556
7,0.0669623763014269
0,-0.037671125419885265
0,-0.031219165739218124
0,0.04999556329557209
0,0.009649496492615567
0,0.003121934778569646
0,-0.002289070705302626
0,0.011773825833321427
0,0.008336145589386557
0,0.034753434195565314
0,0.1461027993627006
4,0.0415263803328339
1,-0.012706906301248794
0,-0.03191417625531123
0,-0.08781492051844042
0,0.1016938328356114
0,0.01836229381128973
4,0.012269661462141025
0,0.03443657473041817
0,0.03075111923172602
0,0.01622311872479343
0,0.018518029181556206
0,-0.04793313948306899
0,-0.02530937700638114
0,0.06770984015510062
0,-0.083711817700376
0,0.12747112451513432
0,0.041757711770256
0,0.01024021071631842
0,0.011867213989097403
0,0.019207707006691388
0,-0.040791885513612125
2,-0.015900899778092586
3,0.0567657707736057
4,-0.02216422022625278
4,-8.625017620751685e-4
0,0.03979267307917023
0,0.05812804167751051
0,0.03911106032122302
0,0.18561202766165308
0,0.02340525697250967
0,0.0111581240707328
0,0.12519779307095932
0,0.039841397790250754
0,0.042262515279651636
5,0.03420855109705877
5,0.028051751928165197
0,-0.04477695197103815
0,0.17143510872731282
0,0.009668502246751531
0,0.007219024962325737
0,0.018376472915017594
0,0.027378187343561233
0,0.013998888317037772
1,0.03342655368588493
1,0.005353609525053649
1,0.11480099689531453
6,0.04935170866220215
0,-0.004208565472517745
2,0.07017991828634287
0,0.021049320770954616
0,3.209080750585236e-4
7,-0.01826357919923792
0,0.002686374189414753
0,0.012773408493950256
0,-0.020945251670108966
0,-0.0031367500510595114
0,-0.006730692969906471
0,0.007881692289036124
1,0.023179861478094643
0,-0.0067276808315145376
0,-0.007183303724036083
0,0.017818935472163233
0,0.007507934278714101
0,-0.00846434136792007
0,-0.010287768623465254
0,-0.036520322748962
0,-0.03297303755369507
0,0.02775884746801338
0,0.02356417251681081
0,0.20096400737303627
0,-0.08780273374406289
1,-0.02134456972945792
0,-0.0379616823932849
0,-0.0342933069419481
0,-0.10321602643634553
0,-0.002009246729592684
0,-0.0020188069079980497
0,4.2853540607723506e-4
0,0.004057693156625741
0,-0.006602549874507535
0,-0.07995027363683277
0,0.0011295729850286929
0,0.0014947034353229305
0,0.003182197888083327
0,0.0029839306730705673
0,0.02117115906547229
102,3.536199778893245e-5
3,0.050477440710424204
42,0.0485431908100486
5,0.06568982849615146
13,0.011314563757806151
15,-0.01634347873348263
15,0.003716160436826099
15,-0.0014170700591950025
14,0.10102247239309534
24,-0.08585837512628226
73,0.052492057555522414
3,0.013855944537371767
3,0.025613981542972952
46,0.01458453246115371
46,0.009763413285466524
25,0.0141531318473532
25,0.02122397764546835
15,-0.0061202782192125715
15,-0.02725601056486948
10,-0.09635217766838988
18,0.012172819073014929
18,0.010701057420268334
29,1.705474759444714e-5
5,0.0024673572713702074
5,0.02246397073683576
53,5.239446190705987e-4
53,0.009743540762441799
49,-0.020662689210724457
7,0.09260596247988484
3,-0.0357377391097522
3,-0.034617372178609385
11,0.05545129200092591
2,-0.01830204625227755
39,0.003396526332287375
1,0.006652568065056208
1,0.0020454089205942383
27,0.1901805643993189
120,4.8209430490687294e-4
120,-4.6634445578054573e-4
26,-0.01504856467090332
26,-0.02081254932027099
1,-0.0657526640656792
97,0.03151448587197973
97,0.0331719940092131
99,-0.09966095524778087
1,-0.005831335959804451
1,-0.0012432907374558821
1,-0.007385615839211934
1,-0.015490754216113678
2,0.04237449472702526
48,-0.03818933091670895
2,0.22547660935290026
7,-0.0948034227537663
122,-5.964161927992373e-4
122,0.00491269199579699
122,0.007138505538313432
23,0.02188803553487595
23,0.03501787277378762
1,0.10718899612074839
32,0.0010840442280920515
8,-0.0038328164310010293
8,0.006883884230152126
8,0.0020860544862640884
8,-0.015019376259158224
8,-0.0034764496434551706
7,-5.798729895724886e-4
130,-0.0016962100195382565
5,0.02901338202953241
5,0.03249744691662371
1,-0.017653139301769205
1,-0.021741942852413543
37,-0.050079532984409175
1,0.00479706786240619
1,0.00498198324215271
1,-0.009706314733755383
14,0.06590248290953812
1,0.043167821855031985
1,0.10401362455832808
4,-0.029929991558676206
54,0.036324440885264986
8,-0.0025579033864595035
8,-3.839544105536108e-4
71,-9.684531105636114e-4
3,-0.02732588468676922
4,-0.003286170208173067
4,-0.021445247119742827
12,-4.765159076544623e-5
12,0.002861735197495191
14,0.009432021384738448
37,-0.01432966447343087
37,-0.02865882773197595
14,-0.060031030070964636
0,0.03186272275195029
10,-0.0013233901999570308
10,-0.009097307586807185
20,0.04513545956037124
12,-0.017034195736987917
7,-0.012756949028188247
7,-0.013332495526704097
30,0.05577677680400067
3,0.03151263930274745
25,-0.016050587610782263
1,-0.013529455093256981
1,0.0034010036477327144
29,0.02400776974127411
13,-0.010154783637690068
23,0.038494059158195815
91,0.003598365799793224
91,0.02168237847949324
2,0.0025586238288145546
6,0.04804503603029475
6,0.04353065707709447
