n,resid
3,0.030293558777463953
0,-0.29220543870857907
0,-0.25021262082111984
0,-0.009308995188316294
0,0.18399835208995596
0,0.34433886589602347
0,0.408394366996345
0,0.36226128538870095
0,-0.2565949826693774
0,0.28722200107836904
0,-0.07639730643879922
4,0.16947932307969749
0,0.5865886037936059
0,0.4217182008851279
0,0.2013782608792144
1,0.040660711611569145
0,0.3448207221080517
0,0.4034587158732945
4,-0.05684511925767041
3,0.19929453216590923
3,0.08274447997226766
3,0.06562782550594043
0,0.1764111704880078
0,0.06444221782947146
0,0.3195398164837313
0,-0.0415824113423533
1,-0.20128699134692707
0,0.39503596763399806
1,0.093430379706398
1,-0.4624274115610303
0,0.10437410911441691
1,0.24070528652571796
3,0.07952044252870083
0,0.019458861475465994
0,-0.8829735315636211
0,-0.19328044830875069
0,0.28403482622050424
0,-0.15147265393828457
1,0.184523073055113
1,0.1769491497445388
6,0.07740807401162009
104,0.16918617926510687
0,0.11419223896283381
2,-0.07383088551048167
35,0.15044690442585573
8,0.16728113898664507
30,0.0025860189951345397
34,-0.17233607952791508
28,0.2614452928528461
13,0.06706295240173527
3,0.30834140343773675
25,0.04343587607657476
22,0.09794749431175453
39,-0.0929738897791734
9,-0.13866425306584562
19,-0.09722507963335125
0,-0.32589936169677225
4,0.3687616883379368
63,0.0074352103775986444
17,-0.009826295828004095
4,0.20861696117904016
30,-0.27988633803854884
12,0.1009939378258681
24,-0.03167316857829473
19,-0.20555632612017982
8,0.03361919368862491
6,-0.1466603532823108
13,0.303487543279663
36,0.042628724909885174
15,-0.15963636901864736
35,-0.0796671904900481
9,0.07157196440610458
20,0.08803419490704678
8,-0.10130900331091258
5,-0.2496656250390105
29,0.06511266797677401
1,0.06208754631796032
8,-0.11678811680332202
6,0.23045566311888271
5,0.1928555041459774
13,0.14268314934334653
